fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,total_fight_time,wins,losses,draws,total_fights,dq_wins,majority_decision_wins,split_decision_wins,unanimous_decision_wins,ko_tko_wins,submission_wins,tko_doctor_stoppage_wins,Could Not Continue ,dq_losses,majority_decision_losses,split_decision_losses,unanimous_decision_losses,ko_tko_losses,other,overturned,submission_losses,tko_doctor_stoppage_losses
John Cholish,0.0,93.0,190.0,109.0,207.0,2.0,13.0,0.0,230,2.0,64.0,152.0,8.0,16.0,21.0,22.0,71.0,159.0,5.0,9.0,17.0,22.0,90.0,334.0,3.0,10.0,280,1930,1,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
John Cofer,0.0,67.0,160.0,96.0,194.0,2.0,4.0,0.0,234,3.0,39.0,123.0,20.0,27.0,8.0,10.0,51.0,137.0,12.0,19.0,4.0,4.0,84.0,222.0,5.0,14.0,406,1470,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
John Dodson,11.0,742.0,1822.0,862.0,1950.0,11.0,38.0,0.0,688,0.0,414.0,1412.0,223.0,293.0,105.0,117.0,631.0,1664.0,84.0,123.0,27.0,35.0,828.0,2154.0,16.0,90.0,1149,13895,10,7,0,17,0.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
John Dowdy,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,0,122,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
John Gunderson,0.0,47.0,171.0,127.0,258.0,5.0,15.0,6.0,820,0.0,30.0,147.0,10.0,12.0,7.0,12.0,20.0,121.0,4.0,10.0,23.0,40.0,77.0,186.0,8.0,9.0,1221,2700,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
John Gunther,0.0,28.0,74.0,95.0,156.0,8.0,19.0,0.0,670,0.0,22.0,63.0,2.0,6.0,4.0,5.0,21.0,65.0,5.0,7.0,2.0,2.0,63.0,117.0,1.0,1.0,105,1017,1,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
John Halverson,0.0,45.0,104.0,119.0,182.0,0.0,0.0,2.0,61,0.0,29.0,87.0,12.0,12.0,4.0,5.0,29.0,79.0,13.0,17.0,3.0,8.0,81.0,155.0,2.0,6.0,533,919,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
John Hathaway,2.0,410.0,1013.0,1062.0,1780.0,21.0,48.0,7.0,2779,1.0,274.0,829.0,86.0,128.0,50.0,56.0,209.0,662.0,50.0,79.0,151.0,272.0,217.0,571.0,16.0,41.0,1605,7238,7,2,0,9,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
John Howard,2.0,369.0,727.0,824.0,1224.0,31.0,63.0,5.0,2713,3.0,175.0,483.0,68.0,96.0,126.0,148.0,222.0,494.0,99.0,167.0,48.0,66.0,529.0,1084.0,25.0,54.0,3082,10315,7,7,0,14,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0
John Kolosci,0.0,1.0,5.0,12.0,23.0,0.0,2.0,0.0,203,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,8.0,0.0,0.0,59,282,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
John Lewis,0.0,20.0,62.0,34.0,78.0,1.0,1.0,0.0,199,0.0,18.0,59.0,2.0,3.0,0.0,0.0,11.0,47.0,9.0,15.0,0.0,0.0,10.0,36.0,0.0,1.0,3,628,1,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
John Lineker,12.0,1010.0,2514.0,1155.0,2674.0,7.0,12.0,8.0,661,1.0,562.0,1747.0,360.0,632.0,88.0,135.0,833.0,2199.0,78.0,159.0,99.0,156.0,805.0,1835.0,19.0,59.0,1492,11300,12,4,0,16,0.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
John Lober,0.0,4.0,11.0,11.0,18.0,3.0,4.0,1.0,0,0.0,3.0,10.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,3.0,3.0,23.0,33.0,0.0,0.0,0,460,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
John Maguire,0.0,98.0,236.0,240.0,391.0,13.0,28.0,5.0,1468,1.0,74.0,208.0,12.0,14.0,12.0,14.0,64.0,193.0,15.0,19.0,19.0,24.0,170.0,492.0,2.0,9.0,809,4180,2,3,0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
John Makdessi,6.0,1340.0,2690.0,1438.0,2812.0,0.0,4.0,0.0,228,0.0,678.0,1707.0,325.0,567.0,337.0,416.0,1249.0,2520.0,64.0,115.0,27.0,55.0,1008.0,3154.0,7.0,51.0,571,14563,11,9,0,20,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0
John Marsh,1.0,18.0,35.0,40.0,58.0,1.0,1.0,1.0,161,0.0,8.0,23.0,6.0,8.0,4.0,4.0,5.0,15.0,9.0,13.0,4.0,7.0,34.0,60.0,1.0,4.0,448,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
John Matua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0,20,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
John Moraga,2.0,433.0,995.0,610.0,1199.0,7.0,30.0,12.0,1466,3.0,242.0,719.0,109.0,170.0,82.0,106.0,254.0,769.0,82.0,113.0,97.0,113.0,429.0,985.0,36.0,65.0,3215,10099,8,6,0,14,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
John Phillips,2.0,94.0,274.0,109.0,293.0,0.0,0.0,0.0,87,1.0,42.0,198.0,27.0,47.0,25.0,29.0,81.0,245.0,10.0,21.0,3.0,8.0,220.0,434.0,12.0,13.0,1580,3272,1,5,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
John Polakowski,0.0,1.0,23.0,4.0,28.0,0.0,0.0,1.0,21,0.0,1.0,22.0,0.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,15.0,27.0,1.0,4.0,245,438,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
John Salter,0.0,31.0,131.0,63.0,169.0,4.0,10.0,0.0,256,0.0,27.0,125.0,3.0,3.0,1.0,3.0,25.0,120.0,5.0,10.0,1.0,1.0,49.0,162.0,1.0,3.0,140,1379,1,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
John Teixeira,0.0,52.0,140.0,59.0,147.0,1.0,6.0,0.0,105,0.0,19.0,98.0,19.0,25.0,14.0,17.0,39.0,123.0,13.0,17.0,0.0,0.0,65.0,141.0,0.0,0.0,75,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
John Yannis,0.0,0.0,5.0,2.0,9.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,173,219,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Johnny Bedford,3.0,186.0,368.0,289.0,492.0,5.0,8.0,0.0,1054,1.0,120.0,288.0,56.0,68.0,10.0,12.0,79.0,218.0,31.0,40.0,76.0,110.0,72.0,196.0,6.0,16.0,463,2463,2,3,0,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Johnny Case,2.0,313.0,806.0,394.0,907.0,9.0,20.0,1.0,1157,3.0,187.0,618.0,69.0,112.0,57.0,76.0,233.0,686.0,19.0,32.0,61.0,88.0,211.0,547.0,6.0,22.0,677,4753,4,2,0,6,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Johnny Eduardo,2.0,204.0,514.0,218.0,529.0,1.0,5.0,2.0,115,0.0,102.0,371.0,23.0,40.0,79.0,103.0,184.0,491.0,9.0,10.0,11.0,13.0,223.0,603.0,7.0,17.0,695,4149,3,5,0,8,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
Johnny Munoz,0.0,168.0,458.0,364.0,704.0,11.0,43.0,8.0,1214,0.0,92.0,352.0,53.0,71.0,23.0,35.0,125.0,399.0,26.0,37.0,17.0,22.0,183.0,411.0,6.0,11.0,1168,4123,2,4,0,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
Johnny Rees,0.0,43.0,67.0,59.0,84.0,1.0,4.0,0.0,395,0.0,21.0,40.0,16.0,19.0,6.0,8.0,6.0,18.0,27.0,35.0,10.0,14.0,11.0,21.0,3.0,6.0,300,785,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Johnny Rhodes,1.0,28.0,55.0,99.0,133.0,1.0,1.0,1.0,0,0.0,23.0,48.0,1.0,1.0,4.0,6.0,8.0,16.0,2.0,3.0,18.0,36.0,13.0,24.0,0.0,0.0,0,987,2,1,0,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Johnny Walker,5.0,359.0,678.0,445.0,783.0,2.0,4.0,3.0,485,3.0,180.0,421.0,34.0,70.0,145.0,187.0,239.0,531.0,27.0,33.0,93.0,114.0,282.0,545.0,9.0,18.0,1177,5606,8,6,0,14,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Johny Hendricks,6.0,885.0,1938.0,1355.0,2446.0,61.0,122.0,6.0,4818,0.0,584.0,1577.0,77.0,105.0,224.0,256.0,605.0,1542.0,208.0,297.0,72.0,99.0,979.0,2100.0,13.0,40.0,1289,14962,13,8,0,21,0.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0
Jon Delos Reyes,2.0,70.0,182.0,90.0,204.0,5.0,6.0,3.0,506,1.0,47.0,154.0,15.0,19.0,8.0,9.0,33.0,116.0,22.0,30.0,15.0,36.0,97.0,201.0,4.0,9.0,413,1406,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Jon Fitch,2.0,630.0,1225.0,2185.0,2925.0,58.0,106.0,14.0,7706,3.0,414.0,945.0,129.0,169.0,87.0,111.0,186.0,540.0,136.0,231.0,308.0,454.0,371.0,801.0,26.0,59.0,3303,14338,14,3,1,18,0.0,0.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Jon Hess,0.0,17.0,28.0,30.0,41.0,0.0,0.0,0.0,0,0.0,7.0,17.0,10.0,11.0,0.0,0.0,6.0,14.0,6.0,9.0,5.0,5.0,2.0,2.0,0.0,2.0,0,83,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Jones,6.0,1564.0,2655.0,1947.0,3073.0,45.0,98.0,11.0,5072,0.0,759.0,1595.0,375.0,494.0,430.0,566.0,1012.0,1918.0,250.0,346.0,302.0,391.0,798.0,2222.0,2.0,40.0,393,21408,22,1,0,23,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jon Madsen,0.0,140.0,341.0,228.0,437.0,5.0,7.0,0.0,640,0.0,100.0,293.0,18.0,23.0,22.0,25.0,80.0,260.0,34.0,41.0,26.0,40.0,67.0,360.0,3.0,10.0,231,3408,4,1,0,5,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jon Manley,0.0,17.0,85.0,35.0,112.0,1.0,13.0,0.0,328,0.0,12.0,73.0,2.0,7.0,3.0,5.0,12.0,77.0,5.0,8.0,0.0,0.0,65.0,120.0,4.0,5.0,306,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jon Olav Einemo,0.0,65.0,113.0,121.0,172.0,1.0,4.0,0.0,117,1.0,46.0,92.0,13.0,15.0,6.0,6.0,40.0,79.0,23.0,28.0,2.0,6.0,76.0,133.0,7.0,11.0,692,1399,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Jon Tuck,2.0,324.0,809.0,500.0,1004.0,3.0,9.0,7.0,1124,1.0,182.0,630.0,82.0,108.0,60.0,71.0,259.0,703.0,30.0,51.0,35.0,55.0,404.0,1028.0,10.0,20.0,1224,6475,4,5,0,9,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
Jonathan Brookins,0.0,126.0,282.0,157.0,318.0,6.0,38.0,1.0,1206,0.0,98.0,237.0,23.0,37.0,5.0,8.0,54.0,169.0,40.0,71.0,32.0,42.0,154.0,337.0,1.0,5.0,236,2609,2,3,0,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Jonathan Goulet,2.0,81.0,193.0,216.0,349.0,14.0,20.0,2.0,1218,4.0,55.0,161.0,13.0,16.0,13.0,16.0,38.0,111.0,16.0,31.0,27.0,51.0,101.0,188.0,11.0,20.0,905,3020,4,5,0,9,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
Jonathan Martinez,9.0,887.0,1789.0,1012.0,1932.0,5.0,14.0,1.0,1685,2.0,494.0,1257.0,194.0,285.0,199.0,247.0,731.0,1590.0,62.0,74.0,94.0,125.0,817.0,1899.0,12.0,38.0,1083,11979,10,5,0,15,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
Jonathan Meunier,0.0,90.0,178.0,145.0,238.0,1.0,3.0,0.0,79,0.0,49.0,116.0,14.0,23.0,27.0,39.0,63.0,141.0,16.0,23.0,11.0,14.0,37.0,122.0,7.0,17.0,720,1554,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jonathan Micallef,1.0,85.0,192.0,89.0,197.0,0.0,0.0,0.0,9,0.0,52.0,151.0,28.0,34.0,5.0,7.0,83.0,190.0,2.0,2.0,0.0,0.0,67.0,168.0,0.0,0.0,0,900,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Pearce,0.0,362.0,679.0,733.0,1123.0,29.0,58.0,5.0,2379,3.0,254.0,539.0,67.0,95.0,41.0,45.0,187.0,462.0,71.0,84.0,104.0,133.0,247.0,548.0,12.0,24.0,780,5202,5,4,0,9,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
Jonathan Wiezorek,0.0,10.0,10.0,37.0,37.0,1.0,4.0,0.0,112,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,8.0,20.0,23.0,0.0,0.0,44,280,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Wilson,2.0,117.0,243.0,124.0,250.0,1.0,1.0,0.0,141,0.0,87.0,209.0,21.0,24.0,9.0,10.0,95.0,213.0,14.0,21.0,8.0,9.0,226.0,516.0,1.0,5.0,359,2401,1,3,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Jonavin Webb,1.0,44.0,144.0,69.0,173.0,5.0,16.0,2.0,213,0.0,32.0,121.0,10.0,18.0,2.0,5.0,31.0,117.0,9.0,17.0,4.0,10.0,68.0,194.0,3.0,5.0,564,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jonny Parsons,2.0,63.0,124.0,69.0,133.0,0.0,0.0,0.0,86,0.0,42.0,95.0,12.0,19.0,9.0,10.0,51.0,101.0,7.0,15.0,5.0,8.0,44.0,133.0,0.0,2.0,5,597,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JooSang Yoo,1.0,37.0,63.0,57.0,83.0,0.0,0.0,0.0,0,0.0,19.0,44.0,5.0,5.0,13.0,14.0,35.0,61.0,1.0,1.0,1.0,1.0,29.0,66.0,1.0,2.0,83,349,1,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jordan Espinosa,0.0,243.0,496.0,314.0,575.0,3.0,8.0,0.0,185,0.0,138.0,361.0,44.0,55.0,61.0,80.0,175.0,409.0,47.0,60.0,21.0,27.0,160.0,410.0,5.0,12.0,1124,3836,2,4,0,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Jordan Griffin,0.0,169.0,355.0,229.0,424.0,7.0,19.0,8.0,1133,5.0,146.0,327.0,21.0,25.0,2.0,3.0,127.0,290.0,11.0,13.0,31.0,52.0,204.0,413.0,11.0,19.0,1782,4118,1,4,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Jordan Johnson,0.0,175.0,367.0,384.0,628.0,11.0,26.0,4.0,1337,0.0,152.0,335.0,13.0,19.0,10.0,13.0,118.0,288.0,8.0,15.0,49.0,64.0,134.0,291.0,0.0,3.0,20,3042,4,0,0,4,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Leavitt,1.0,137.0,222.0,383.0,520.0,10.0,35.0,4.0,1093,2.0,30.0,80.0,34.0,61.0,73.0,81.0,114.0,186.0,16.0,24.0,7.0,12.0,99.0,230.0,7.0,10.0,958,3137,5,3,0,8,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Jordan Mein,3.0,281.0,593.0,371.0,697.0,14.0,23.0,2.0,1448,2.0,186.0,478.0,41.0,55.0,54.0,60.0,202.0,451.0,28.0,46.0,51.0,96.0,225.0,648.0,6.0,22.0,1185,5553,5,4,0,9,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Jordan Radev,0.0,21.0,91.0,50.0,120.0,0.0,0.0,0.0,45,0.0,12.0,75.0,2.0,2.0,7.0,14.0,17.0,77.0,3.0,9.0,1.0,5.0,37.0,109.0,2.0,10.0,161,933,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Jordan Rinaldi,0.0,81.0,230.0,185.0,346.0,5.0,14.0,4.0,959,1.0,39.0,158.0,11.0,27.0,31.0,45.0,68.0,203.0,1.0,4.0,12.0,23.0,120.0,295.0,4.0,5.0,538,3107,2,3,0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Jordan Vucenic,1.0,50.0,111.0,103.0,171.0,1.0,7.0,0.0,284,0.0,36.0,93.0,11.0,13.0,3.0,5.0,36.0,93.0,9.0,11.0,5.0,7.0,45.0,108.0,5.0,9.0,582,1422,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jordan Williams,0.0,65.0,183.0,99.0,226.0,1.0,5.0,0.0,195,0.0,48.0,161.0,8.0,13.0,9.0,9.0,56.0,170.0,9.0,13.0,0.0,0.0,97.0,158.0,2.0,10.0,386,1376,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Jordan Wright,2.0,145.0,252.0,393.0,516.0,5.0,11.0,1.0,457,0.0,82.0,177.0,54.0,65.0,9.0,10.0,64.0,157.0,57.0,63.0,24.0,32.0,206.0,303.0,0.0,12.0,783,2109,2,5,0,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0
Jorge Gurgel,0.0,356.0,1075.0,575.0,1329.0,6.0,24.0,1.0,1578,2.0,246.0,930.0,34.0,49.0,76.0,96.0,240.0,845.0,59.0,103.0,57.0,127.0,375.0,1013.0,4.0,9.0,945,6288,3,4,0,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
Jorge Lopez,0.0,74.0,124.0,103.0,159.0,7.0,17.0,0.0,905,1.0,53.0,100.0,11.0,14.0,10.0,10.0,35.0,80.0,17.0,21.0,22.0,23.0,77.0,156.0,3.0,16.0,375,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Jorge Masvidal,9.0,1170.0,2365.0,1654.0,2913.0,17.0,32.0,7.0,2596,1.0,695.0,1734.0,281.0,369.0,194.0,262.0,808.0,1832.0,202.0,265.0,160.0,268.0,901.0,2119.0,37.0,122.0,4530,17618,12,10,0,22,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0
Jorge Patino,0.0,19.0,88.0,21.0,90.0,1.0,6.0,1.0,0,0.0,5.0,69.0,1.0,2.0,13.0,17.0,16.0,83.0,2.0,4.0,1.0,1.0,27.0,71.0,3.0,3.0,0,780,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jorge Rivera,8.0,378.0,761.0,752.0,1208.0,7.0,14.0,1.0,2332,4.0,243.0,594.0,86.0,104.0,49.0,63.0,114.0,343.0,165.0,253.0,99.0,165.0,280.0,653.0,15.0,42.0,2121,6939,8,7,0,15,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0
Jorge Santiago,1.0,104.0,308.0,145.0,354.0,2.0,8.0,3.0,340,1.0,62.0,253.0,28.0,37.0,14.0,18.0,67.0,250.0,29.0,42.0,8.0,16.0,151.0,350.0,8.0,20.0,1399,3602,1,5,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
Jorge de Oliveira,0.0,23.0,72.0,73.0,130.0,0.0,0.0,0.0,0,0.0,10.0,51.0,8.0,11.0,5.0,10.0,16.0,64.0,7.0,8.0,0.0,0.0,88.0,171.0,7.0,9.0,744,1092,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jose Aldo,7.0,1354.0,2992.0,1571.0,3244.0,13.0,26.0,4.0,2646,0.0,913.0,2389.0,280.0,416.0,161.0,187.0,1220.0,2802.0,56.0,69.0,78.0,121.0,1600.0,3842.0,9.0,107.0,3150,22783,14,9,0,23,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0
Jose Daniel Medina,0.0,9.0,25.0,13.0,29.0,0.0,0.0,0.0,0,0.0,5.0,17.0,3.0,7.0,1.0,1.0,9.0,24.0,0.0,1.0,0.0,0.0,16.0,24.0,2.0,2.0,136,261,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jose Delgado,3.0,164.0,283.0,172.0,292.0,0.0,3.0,0.0,98,0.0,113.0,216.0,43.0,55.0,8.0,12.0,118.0,225.0,16.0,19.0,30.0,39.0,108.0,204.0,4.0,7.0,105,1104,2,1,0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
