event,bout,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,result
UFC 138: Leben vs Munoz,Michihiro Omigawa vs. Jason Young,Jason Young,0.0,32.0,115.0,40.0,123.0,2.0,3.0,0.0,49,0.0,23.0,101.0,3.0,5.0,6.0,9.0,24.0,97.0,7.0,15.0,1.0,3.0,25.0,59.0,4.0,10.0,490,L
UFC 138: Leben vs Munoz,Michihiro Omigawa vs. Jason Young,Michihiro Omigawa,0.0,25.0,59.0,56.0,94.0,4.0,10.0,3.0,490,1.0,20.0,53.0,2.0,3.0,3.0,3.0,8.0,34.0,5.0,7.0,12.0,18.0,32.0,115.0,2.0,3.0,49,W
UFC 138: Leben vs Munoz,Rob Broughton vs. Philip De Fries,Philip De Fries,0.0,14.0,23.0,41.0,52.0,3.0,5.0,0.0,658,0.0,13.0,22.0,1.0,1.0,0.0,0.0,6.0,10.0,0.0,0.0,8.0,13.0,29.0,40.0,0.0,0.0,161,W
UFC 138: Leben vs Munoz,Rob Broughton vs. Philip De Fries,Rob Broughton,0.0,29.0,40.0,102.0,120.0,0.0,0.0,2.0,161,1.0,15.0,26.0,11.0,11.0,3.0,3.0,4.0,14.0,4.0,4.0,21.0,22.0,14.0,23.0,3.0,5.0,658,L
UFC 138: Leben vs Munoz,Terry Etim vs. Edward Faaloloto,Edward Faaloloto,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0,L
UFC 138: Leben vs Munoz,Terry Etim vs. Edward Faaloloto,Terry Etim,0.0,5.0,6.0,5.0,6.0,0.0,0.0,1.0,0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8,W
UFC 138: Leben vs Munoz,Thiago Alves vs. Papy Abedi,Papy Abedi,0.0,14.0,38.0,15.0,39.0,0.0,0.0,0.0,41,0.0,9.0,32.0,4.0,5.0,1.0,1.0,9.0,32.0,5.0,6.0,0.0,0.0,25.0,45.0,0.0,0.0,31,L
UFC 138: Leben vs Munoz,Thiago Alves vs. Papy Abedi,Thiago Alves,1.0,25.0,45.0,30.0,51.0,0.0,0.0,1.0,31,0.0,17.0,35.0,3.0,3.0,5.0,7.0,12.0,30.0,1.0,1.0,12.0,14.0,14.0,38.0,0.0,0.0,41,W
UFC 139: Shogun vs Henderson,Danny Castillo vs. Shamar Bailey,Danny Castillo,0.0,22.0,34.0,45.0,61.0,3.0,3.0,0.0,275,0.0,17.0,29.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,20.0,32.0,3.0,4.0,0.0,0.0,0,W
UFC 139: Shogun vs Henderson,Danny Castillo vs. Shamar Bailey,Shamar Bailey,0.0,3.0,4.0,21.0,23.0,0.0,0.0,0.0,0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,22.0,34.0,3.0,3.0,275,L
UFC 139: Shogun vs Henderson,Gleison Tibau vs. Rafael Dos Anjos,Gleison Tibau,0.0,56.0,128.0,64.0,136.0,2.0,4.0,0.0,104,0.0,45.0,117.0,10.0,10.0,1.0,1.0,53.0,123.0,3.0,4.0,0.0,1.0,25.0,96.0,0.0,8.0,121,W
UFC 139: Shogun vs Henderson,Gleison Tibau vs. Rafael Dos Anjos,Rafael Dos Anjos,0.0,25.0,96.0,39.0,110.0,0.0,8.0,0.0,121,0.0,13.0,77.0,6.0,9.0,6.0,10.0,18.0,85.0,7.0,11.0,0.0,0.0,56.0,128.0,2.0,4.0,104,L
UFC 139: Shogun vs Henderson,Matt Brown vs. Seth Baczynski,Matt Brown,0.0,19.0,34.0,28.0,43.0,1.0,1.0,0.0,56,1.0,4.0,15.0,13.0,15.0,2.0,4.0,8.0,22.0,11.0,12.0,0.0,0.0,17.0,49.0,1.0,5.0,162,L
UFC 139: Shogun vs Henderson,Matt Brown vs. Seth Baczynski,Seth Baczynski,0.0,17.0,49.0,22.0,55.0,1.0,5.0,1.0,162,0.0,14.0,41.0,3.0,4.0,0.0,4.0,8.0,34.0,7.0,13.0,2.0,2.0,19.0,34.0,1.0,1.0,56,W
UFC 139: Shogun vs Henderson,Mauricio Rua vs. Dan Henderson,Dan Henderson,1.0,77.0,141.0,113.0,179.0,1.0,4.0,1.0,266,2.0,55.0,119.0,16.0,16.0,6.0,6.0,33.0,79.0,27.0,40.0,17.0,22.0,96.0,194.0,5.0,10.0,547,W
UFC 139: Shogun vs Henderson,Mauricio Rua vs. Dan Henderson,Mauricio Rua,0.0,96.0,194.0,191.0,293.0,5.0,10.0,1.0,547,0.0,80.0,172.0,8.0,10.0,8.0,12.0,43.0,103.0,19.0,34.0,34.0,57.0,77.0,141.0,1.0,4.0,266,L
UFC 139: Shogun vs Henderson,Michael McDonald vs. Alex Soto,Alex Soto,0.0,6.0,8.0,6.0,8.0,0.0,0.0,0.0,0,0.0,3.0,4.0,1.0,2.0,2.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,7,L
UFC 139: Shogun vs Henderson,Michael McDonald vs. Alex Soto,Michael McDonald,2.0,12.0,24.0,12.0,24.0,0.0,0.0,0.0,7,0.0,11.0,22.0,1.0,2.0,0.0,0.0,6.0,16.0,0.0,1.0,6.0,7.0,6.0,8.0,0.0,0.0,0,W
UFC 139: Shogun vs Henderson,Miguel Torres vs. Nick Pace,Miguel Torres,0.0,64.0,122.0,150.0,212.0,0.0,1.0,0.0,203,0.0,23.0,77.0,20.0,21.0,21.0,24.0,41.0,99.0,23.0,23.0,0.0,0.0,31.0,69.0,1.0,3.0,184,W
UFC 139: Shogun vs Henderson,Miguel Torres vs. Nick Pace,Nick Pace,0.0,31.0,69.0,41.0,79.0,1.0,3.0,0.0,184,0.0,7.0,40.0,14.0,18.0,10.0,11.0,17.0,52.0,13.0,15.0,1.0,2.0,64.0,122.0,0.0,1.0,203,L
UFC 139: Shogun vs Henderson,Rick Story vs. Martin Kampmann,Martin Kampmann,0.0,38.0,147.0,55.0,165.0,3.0,9.0,1.0,295,0.0,34.0,139.0,4.0,7.0,0.0,1.0,29.0,127.0,5.0,16.0,4.0,4.0,61.0,170.0,1.0,3.0,36,W
UFC 139: Shogun vs Henderson,Rick Story vs. Martin Kampmann,Rick Story,0.0,61.0,170.0,73.0,183.0,1.0,3.0,0.0,36,0.0,39.0,137.0,22.0,33.0,0.0,0.0,47.0,145.0,14.0,25.0,0.0,0.0,38.0,147.0,3.0,9.0,295,L
UFC 139: Shogun vs Henderson,Ryan Bader vs. Jason Brilz,Jason Brilz,0.0,1.0,13.0,1.0,13.0,0.0,0.0,0.0,0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,1,L
UFC 139: Shogun vs Henderson,Ryan Bader vs. Jason Brilz,Ryan Bader,1.0,6.0,14.0,6.0,14.0,0.0,0.0,0.0,1,0.0,6.0,13.0,0.0,0.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0,W
UFC 139: Shogun vs Henderson,Stephan Bonnar vs. Kyle Kingsbury,Kyle Kingsbury,0.0,31.0,53.0,38.0,60.0,0.0,0.0,0.0,58,0.0,15.0,33.0,7.0,9.0,9.0,11.0,19.0,37.0,12.0,16.0,0.0,0.0,36.0,74.0,4.0,6.0,638,L
UFC 139: Shogun vs Henderson,Stephan Bonnar vs. Kyle Kingsbury,Stephan Bonnar,0.0,36.0,74.0,133.0,183.0,4.0,6.0,1.0,638,0.0,18.0,51.0,11.0,14.0,7.0,9.0,12.0,36.0,15.0,19.0,9.0,19.0,31.0,53.0,0.0,0.0,58,W
UFC 139: Shogun vs Henderson,Tom Lawlor vs. Chris Weidman,Chris Weidman,0.0,3.0,6.0,3.0,6.0,1.0,1.0,1.0,87,0.0,2.0,4.0,1.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0,W
UFC 139: Shogun vs Henderson,Tom Lawlor vs. Chris Weidman,Tom Lawlor,0.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,87,L
UFC 139: Shogun vs Henderson,Urijah Faber vs. Brian Bowles,Brian Bowles,0.0,13.0,68.0,14.0,69.0,0.0,0.0,0.0,0,0.0,7.0,61.0,5.0,6.0,1.0,1.0,12.0,66.0,1.0,2.0,0.0,0.0,36.0,61.0,1.0,1.0,141,L
UFC 139: Shogun vs Henderson,Urijah Faber vs. Brian Bowles,Urijah Faber,1.0,36.0,61.0,44.0,69.0,1.0,1.0,1.0,141,1.0,31.0,54.0,3.0,5.0,2.0,2.0,17.0,36.0,1.0,1.0,18.0,24.0,13.0,68.0,0.0,0.0,0,W
UFC 139: Shogun vs Henderson,Wanderlei Silva vs. Cung Le,Cung Le,0.0,32.0,81.0,32.0,81.0,0.0,1.0,0.0,0,0.0,13.0,54.0,12.0,19.0,7.0,8.0,32.0,79.0,0.0,2.0,0.0,0.0,43.0,104.0,0.0,0.0,13,L
UFC 139: Shogun vs Henderson,Wanderlei Silva vs. Cung Le,Wanderlei Silva,1.0,43.0,104.0,51.0,112.0,0.0,0.0,0.0,13,0.0,31.0,88.0,8.0,10.0,4.0,6.0,30.0,83.0,13.0,20.0,0.0,1.0,32.0,81.0,0.0,1.0,0,W
UFC 13: The Ultimate Force,Enson Inoue vs. Royce Alger,Enson Inoue,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0,W
UFC 13: The Ultimate Force,Enson Inoue vs. Royce Alger,Royce Alger,0.0,3.0,6.0,5.0,8.0,0.0,1.0,0.0,0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0,L
UFC 13: The Ultimate Force,Guy Mezger vs. Christophe Leninger,Christophe Leninger,0.0,3.0,16.0,18.0,32.0,0.0,2.0,1.0,0,0.0,3.0,13.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,6.0,0.0,0.0,35.0,54.0,0.0,0.0,0,L
UFC 13: The Ultimate Force,Guy Mezger vs. Christophe Leninger,Guy Mezger,0.0,35.0,54.0,86.0,110.0,0.0,0.0,0.0,0,0.0,21.0,39.0,6.0,6.0,8.0,9.0,14.0,23.0,13.0,19.0,8.0,12.0,3.0,16.0,0.0,2.0,0,W
UFC 13: The Ultimate Force,Guy Mezger vs. Tito Ortiz,Guy Mezger,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,19.0,1.0,1.0,0,W
UFC 13: The Ultimate Force,Guy Mezger vs. Tito Ortiz,Tito Ortiz,0.0,5.0,19.0,19.0,33.0,1.0,1.0,0.0,0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,1.0,0,L
UFC 13: The Ultimate Force,Jack Nilson vs. Saeed Hosseini,Jack Nilson,0.0,11.0,13.0,13.0,15.0,0.0,0.0,0.0,0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,11.0,1.0,5.0,0.0,0.0,0,W
UFC 13: The Ultimate Force,Jack Nilson vs. Saeed Hosseini,Saeed Hosseini,0.0,1.0,5.0,1.0,5.0,0.0,0.0,1.0,0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,11.0,13.0,0.0,0.0,0,L
UFC 13: The Ultimate Force,Randy Couture vs. Steven Graham,Randy Couture,0.0,16.0,19.0,25.0,28.0,1.0,1.0,0.0,0,0.0,15.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,0.0,0.0,0.0,0.0,0,W
UFC 13: The Ultimate Force,Randy Couture vs. Steven Graham,Steven Graham,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,1.0,1.0,0,L
UFC 13: The Ultimate Force,Randy Couture vs. Tony Halme,Randy Couture,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,W
UFC 13: The Ultimate Force,Randy Couture vs. Tony Halme,Tony Halme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,L
UFC 13: The Ultimate Force,Steven Graham vs. Dmitri Stepanov,Dmitri Stepanov,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,L
UFC 13: The Ultimate Force,Steven Graham vs. Dmitri Stepanov,Steven Graham,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,W
UFC 13: The Ultimate Force,Tito Ortiz vs. Wes Albritton,Tito Ortiz,0.0,21.0,24.0,28.0,31.0,1.0,1.0,0.0,0,0.0,20.0,23.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0,W
UFC 13: The Ultimate Force,Tito Ortiz vs. Wes Albritton,Wes Albritton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,1.0,1.0,0,L
UFC 13: The Ultimate Force,Vitor Belfort vs. David Abbott,David Abbott,0.0,2.0,5.0,2.0,5.0,0.0,1.0,0.0,0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,15.0,24.0,1.0,1.0,0,L
UFC 13: The Ultimate Force,Vitor Belfort vs. David Abbott,Vitor Belfort,0.0,15.0,24.0,16.0,25.0,1.0,1.0,0.0,0,0.0,13.0,22.0,2.0,2.0,0.0,0.0,1.0,1.0,7.0,11.0,7.0,12.0,2.0,5.0,0.0,1.0,0,W
UFC 140: Jones vs Machida,Claude Patrick vs. Brian Ebersole,Brian Ebersole,0.0,23.0,39.0,53.0,74.0,2.0,12.0,0.0,540,0.0,14.0,24.0,2.0,6.0,7.0,9.0,9.0,21.0,10.0,14.0,4.0,4.0,28.0,47.0,0.0,3.0,85,W
UFC 140: Jones vs Machida,Claude Patrick vs. Brian Ebersole,Claude Patrick,0.0,28.0,47.0,65.0,84.0,0.0,3.0,3.0,85,0.0,13.0,27.0,14.0,16.0,1.0,4.0,3.0,15.0,25.0,32.0,0.0,0.0,23.0,39.0,2.0,12.0,540,L
UFC 140: Jones vs Machida,Frank Mir vs. Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,0.0,21.0,27.0,42.0,48.0,0.0,1.0,1.0,110,1.0,16.0,22.0,5.0,5.0,0.0,0.0,6.0,12.0,12.0,12.0,3.0,3.0,6.0,8.0,1.0,2.0,72,L
UFC 140: Jones vs Machida,Frank Mir vs. Antonio Rodrigo Nogueira,Frank Mir,0.0,6.0,8.0,7.0,9.0,1.0,2.0,1.0,72,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,6.0,6.0,0.0,0.0,21.0,27.0,0.0,1.0,110,W
UFC 140: Jones vs Machida,Jared Hamman vs. Constantinos Philippou,Constantinos Philippou,3.0,21.0,32.0,23.0,34.0,1.0,1.0,1.0,47,0.0,20.0,31.0,1.0,1.0,0.0,0.0,14.0,24.0,3.0,3.0,4.0,5.0,9.0,25.0,0.0,1.0,5,W
UFC 140: Jones vs Machida,Jared Hamman vs. Constantinos Philippou,Jared Hamman,0.0,9.0,25.0,9.0,25.0,0.0,1.0,0.0,5,0.0,0.0,12.0,2.0,2.0,7.0,11.0,8.0,24.0,1.0,1.0,0.0,0.0,21.0,32.0,1.0,1.0,47,L
UFC 140: Jones vs Machida,John Makdessi vs. Dennis Hallman,Dennis Hallman,0.0,20.0,32.0,40.0,54.0,1.0,3.0,1.0,168,0.0,20.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,0.0,0.0,0.0,0,W
UFC 140: Jones vs Machida,John Makdessi vs. Dennis Hallman,John Makdessi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,1.0,3.0,168,L
UFC 140: Jones vs Machida,Jon Jones vs. Lyoto Machida,Jon Jones,1.0,24.0,53.0,26.0,55.0,1.0,2.0,1.0,86,0.0,6.0,21.0,6.0,13.0,12.0,19.0,14.0,40.0,7.0,9.0,3.0,4.0,13.0,38.0,0.0,1.0,0,W
UFC 140: Jones vs Machida,Jon Jones vs. Lyoto Machida,Lyoto Machida,0.0,13.0,38.0,13.0,38.0,0.0,1.0,0.0,0,0.0,7.0,29.0,2.0,4.0,4.0,5.0,13.0,35.0,0.0,3.0,0.0,0.0,24.0,53.0,1.0,2.0,86,L
UFC 140: Jones vs Machida,Krzysztof Soszynski vs. Igor Pokrajac,Igor Pokrajac,1.0,21.0,31.0,21.0,31.0,0.0,0.0,0.0,5,0.0,20.0,30.0,0.0,0.0,1.0,1.0,7.0,15.0,5.0,7.0,9.0,9.0,4.0,8.0,0.0,0.0,0,W
UFC 140: Jones vs Machida,Krzysztof Soszynski vs. Igor Pokrajac,Krzysztof Soszynski,0.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,21.0,31.0,0.0,0.0,5,L
UFC 140: Jones vs Machida,Mark Bocek vs. Nik Lentz,Mark Bocek,0.0,46.0,85.0,102.0,143.0,5.0,7.0,0.0,699,0.0,23.0,59.0,16.0,19.0,7.0,7.0,12.0,25.0,7.0,7.0,27.0,53.0,10.0,31.0,0.0,0.0,45,W
UFC 140: Jones vs Machida,Mark Bocek vs. Nik Lentz,Nik Lentz,0.0,10.0,31.0,123.0,145.0,0.0,0.0,3.0,45,0.0,9.0,27.0,1.0,3.0,0.0,1.0,5.0,26.0,4.0,4.0,1.0,1.0,46.0,85.0,5.0,7.0,699,L
UFC 140: Jones vs Machida,Mark Hominick vs. Chan Sung Jung,Chan Sung Jung,1.0,6.0,10.0,6.0,10.0,0.0,0.0,0.0,3,0.0,6.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0,W
UFC 140: Jones vs Machida,Mark Hominick vs. Chan Sung Jung,Mark Hominick,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,3,L
UFC 140: Jones vs Machida,Mitch Clarke vs. John Cholish,John Cholish,0.0,55.0,80.0,69.0,95.0,1.0,6.0,0.0,172,2.0,42.0,63.0,3.0,7.0,10.0,10.0,35.0,55.0,3.0,3.0,17.0,22.0,17.0,131.0,0.0,3.0,17,W
UFC 140: Jones vs Machida,Mitch Clarke vs. John Cholish,Mitch Clarke,0.0,17.0,131.0,25.0,139.0,0.0,3.0,0.0,17,0.0,10.0,120.0,2.0,4.0,5.0,7.0,14.0,122.0,3.0,9.0,0.0,0.0,55.0,80.0,1.0,6.0,172,L
UFC 140: Jones vs Machida,Rich Attonito vs. Jake Hecht,Jake Hecht,0.0,33.0,47.0,44.0,59.0,0.0,1.0,0.0,13,0.0,27.0,38.0,3.0,5.0,3.0,4.0,6.0,16.0,1.0,2.0,26.0,29.0,17.0,27.0,1.0,2.0,243,W
UFC 140: Jones vs Machida,Rich Attonito vs. Jake Hecht,Rich Attonito,0.0,17.0,27.0,42.0,56.0,1.0,2.0,0.0,243,0.0,13.0,22.0,3.0,4.0,1.0,1.0,4.0,6.0,0.0,1.0,13.0,20.0,33.0,47.0,0.0,1.0,13,L
UFC 140: Jones vs Machida,Tito Ortiz vs. Rogerio Nogueira,Rogerio Nogueira,1.0,54.0,90.0,80.0,119.0,0.0,0.0,0.0,97,0.0,26.0,59.0,28.0,31.0,0.0,0.0,2.0,15.0,15.0,21.0,37.0,54.0,9.0,17.0,0.0,1.0,56,W
UFC 140: Jones vs Machida,Tito Ortiz vs. Rogerio Nogueira,Tito Ortiz,0.0,9.0,17.0,13.0,21.0,0.0,1.0,0.0,56,0.0,7.0,14.0,2.0,3.0,0.0,0.0,4.0,10.0,5.0,7.0,0.0,0.0,54.0,90.0,0.0,0.0,97,L
UFC 140: Jones vs Machida,Walel Watson vs. Yves Jabouin,Walel Watson,0.0,47.0,163.0,60.0,178.0,0.0,1.0,2.0,75,1.0,21.0,112.0,11.0,22.0,15.0,29.0,41.0,157.0,3.0,3.0,3.0,3.0,33.0,90.0,2.0,6.0,102,L
UFC 140: Jones vs Machida,Walel Watson vs. Yves Jabouin,Yves Jabouin,0.0,33.0,90.0,33.0,90.0,2.0,6.0,0.0,102,0.0,9.0,47.0,5.0,11.0,19.0,32.0,32.0,88.0,1.0,2.0,0.0,0.0,47.0,163.0,0.0,1.0,75,W
UFC 141: Lesnar vs Overeem,Anthony Njokuani vs. Danny Castillo,Anthony Njokuani,0.0,44.0,98.0,67.0,122.0,0.0,2.0,1.0,18,1.0,22.0,70.0,15.0,21.0,7.0,7.0,34.0,84.0,10.0,14.0,0.0,0.0,33.0,71.0,6.0,18.0,482,L
UFC 141: Lesnar vs Overeem,Anthony Njokuani vs. Danny Castillo,Danny Castillo,0.0,33.0,71.0,59.0,102.0,6.0,18.0,0.0,482,0.0,11.0,45.0,4.0,6.0,18.0,20.0,8.0,43.0,24.0,25.0,1.0,3.0,44.0,98.0,0.0,2.0,18,W
UFC 141: Lesnar vs Overeem,Brock Lesnar vs. Alistair Overeem,Alistair Overeem,1.0,19.0,24.0,20.0,25.0,0.0,0.0,0.0,17,0.0,11.0,16.0,8.0,8.0,0.0,0.0,4.0,4.0,11.0,11.0,4.0,9.0,6.0,18.0,0.0,1.0,0,W
UFC 141: Lesnar vs Overeem,Brock Lesnar vs. Alistair Overeem,Brock Lesnar,0.0,6.0,18.0,8.0,20.0,0.0,1.0,0.0,0,0.0,3.0,14.0,1.0,1.0,2.0,3.0,5.0,17.0,1.0,1.0,0.0,0.0,19.0,24.0,0.0,0.0,17,L
UFC 141: Lesnar vs Overeem,Dong Hyun Kim vs. Sean Pierson,Dong Hyun Kim,1.0,53.0,124.0,61.0,134.0,2.0,4.0,0.0,128,0.0,28.0,89.0,5.0,6.0,20.0,29.0,50.0,119.0,2.0,2.0,1.0,3.0,32.0,121.0,0.0,2.0,128,W
UFC 141: Lesnar vs Overeem,Dong Hyun Kim vs. Sean Pierson,Sean Pierson,0.0,32.0,121.0,54.0,145.0,0.0,2.0,0.0,128,0.0,18.0,101.0,4.0,7.0,10.0,13.0,25.0,112.0,5.0,7.0,2.0,2.0,53.0,124.0,2.0,4.0,128,L
UFC 141: Lesnar vs Overeem,Jacob Volkmann vs. Efrain Escudero,Efrain Escudero,0.0,7.0,18.0,53.0,64.0,0.0,0.0,4.0,75,0.0,5.0,14.0,1.0,2.0,1.0,2.0,2.0,12.0,4.0,5.0,1.0,1.0,17.0,35.0,3.0,9.0,680,L
UFC 141: Lesnar vs Overeem,Jacob Volkmann vs. Efrain Escudero,Jacob Volkmann,0.0,17.0,35.0,85.0,108.0,3.0,9.0,2.0,680,0.0,13.0,26.0,3.0,3.0,1.0,6.0,3.0,17.0,1.0,1.0,13.0,17.0,7.0,18.0,0.0,0.0,75,W
UFC 141: Lesnar vs Overeem,Jon Fitch vs. Johny Hendricks,Johny Hendricks,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,W
UFC 141: Lesnar vs Overeem,Jon Fitch vs. Johny Hendricks,Jon Fitch,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2,L
UFC 141: Lesnar vs Overeem,Manvel Gamburyan vs. Diego Nunes,Diego Nunes,0.0,42.0,91.0,42.0,91.0,0.0,0.0,0.0,55,0.0,9.0,44.0,13.0,22.0,20.0,25.0,34.0,80.0,8.0,11.0,0.0,0.0,19.0,56.0,2.0,17.0,212,W
UFC 141: Lesnar vs Overeem,Manvel Gamburyan vs. Diego Nunes,Manvel Gamburyan,0.0,19.0,56.0,25.0,63.0,2.0,17.0,0.0,212,0.0,12.0,46.0,3.0,6.0,4.0,4.0,7.0,38.0,9.0,15.0,3.0,3.0,42.0,91.0,0.0,0.0,55,L
UFC 141: Lesnar vs Overeem,Nam Phan vs. Jimy Hettes,Jimy Hettes,0.0,81.0,115.0,221.0,275.0,11.0,20.0,2.0,712,0.0,69.0,102.0,11.0,12.0,1.0,1.0,13.0,26.0,8.0,11.0,60.0,78.0,16.0,42.0,0.0,0.0,35,W
UFC 141: Lesnar vs Overeem,Nam Phan vs. Jimy Hettes,Nam Phan,0.0,16.0,42.0,25.0,52.0,0.0,0.0,0.0,35,0.0,11.0,34.0,4.0,7.0,1.0,1.0,14.0,37.0,1.0,2.0,1.0,3.0,81.0,115.0,11.0,20.0,712,L
UFC 141: Lesnar vs Overeem,Nate Diaz vs. Donald Cerrone,Donald Cerrone,0.0,96.0,182.0,104.0,193.0,0.0,0.0,0.0,5,0.0,56.0,136.0,23.0,26.0,17.0,20.0,84.0,168.0,12.0,14.0,0.0,0.0,238.0,362.0,0.0,2.0,64,L
UFC 141: Lesnar vs Overeem,Nate Diaz vs. Donald Cerrone,Nate Diaz,0.0,238.0,362.0,260.0,391.0,0.0,2.0,0.0,64,0.0,199.0,315.0,37.0,45.0,2.0,2.0,228.0,345.0,10.0,17.0,0.0,0.0,96.0,182.0,0.0,0.0,5,W
UFC 141: Lesnar vs Overeem,Ross Pearson vs. Junior Assuncao,Junior Assuncao,0.0,43.0,69.0,50.0,77.0,3.0,18.0,0.0,340,0.0,32.0,52.0,8.0,12.0,3.0,5.0,32.0,53.0,10.0,13.0,1.0,3.0,52.0,89.0,1.0,1.0,116,L
