event,bout,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,result
UFC Fight Night: Andrade vs. Blanchfield,Nazim Sadykhov vs. Evan Elder,Evan Elder,1.0,70.0,142.0,84.0,158.0,1.0,6.0,0.0,93,0.0,25.0,87.0,36.0,46.0,9.0,9.0,60.0,129.0,10.0,13.0,0.0,0.0,64.0,132.0,1.0,1.0,19,L
UFC Fight Night: Andrade vs. Blanchfield,Nazim Sadykhov vs. Evan Elder,Nazim Sadykhov,0.0,64.0,132.0,71.0,141.0,1.0,1.0,0.0,19,0.0,38.0,103.0,19.0,20.0,7.0,9.0,54.0,118.0,10.0,14.0,0.0,0.0,70.0,142.0,1.0,6.0,93,W
UFC Fight Night: Andrade vs. Blanchfield,Ovince Saint Preux vs. Philipe Lins,Ovince Saint Preux,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,2,L
UFC Fight Night: Andrade vs. Blanchfield,Ovince Saint Preux vs. Philipe Lins,Philipe Lins,1.0,18.0,44.0,18.0,44.0,0.0,0.0,0.0,2,0.0,17.0,43.0,1.0,1.0,0.0,0.0,13.0,38.0,4.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0,W
UFC Fight Night: Andrade vs. Blanchfield,William Knight vs. Marcin Prachnio,Marcin Prachnio,0.0,79.0,144.0,79.0,144.0,0.0,0.0,0.0,0,0.0,9.0,36.0,7.0,25.0,63.0,83.0,79.0,144.0,0.0,0.0,0.0,0.0,8.0,33.0,0.0,3.0,0,W
UFC Fight Night: Andrade vs. Blanchfield,William Knight vs. Marcin Prachnio,William Knight,0.0,8.0,33.0,8.0,33.0,0.0,3.0,0.0,0,0.0,0.0,13.0,2.0,8.0,6.0,12.0,8.0,33.0,0.0,0.0,0.0,0.0,79.0,144.0,0.0,0.0,0,L
UFC Fight Night: Andrade vs. Zhang,Alatengheili vs. Batgerel Danaa,Alatengheili,0.0,36.0,89.0,63.0,133.0,3.0,7.0,0.0,172,0.0,35.0,88.0,1.0,1.0,0.0,0.0,33.0,86.0,0.0,0.0,3.0,3.0,85.0,230.0,0.0,1.0,6,W
UFC Fight Night: Andrade vs. Zhang,Alatengheili vs. Batgerel Danaa,Batgerel Danaa,0.0,85.0,230.0,119.0,269.0,0.0,1.0,0.0,6,0.0,74.0,202.0,6.0,17.0,5.0,11.0,68.0,202.0,5.0,11.0,12.0,17.0,36.0,89.0,3.0,7.0,172,L
UFC Fight Night: Andrade vs. Zhang,Da Woon Jung vs. Khadis Ibragimov,Da Woon Jung,0.0,81.0,190.0,86.0,195.0,0.0,1.0,1.0,5,0.0,69.0,176.0,12.0,14.0,0.0,0.0,69.0,177.0,12.0,13.0,0.0,0.0,88.0,167.0,1.0,6.0,190,W
UFC Fight Night: Andrade vs. Zhang,Da Woon Jung vs. Khadis Ibragimov,Khadis Ibragimov,0.0,88.0,167.0,95.0,175.0,1.0,6.0,0.0,190,0.0,83.0,161.0,4.0,5.0,1.0,1.0,70.0,137.0,18.0,30.0,0.0,0.0,81.0,190.0,0.0,1.0,5,L
UFC Fight Night: Andrade vs. Zhang,Damir Ismagulov vs. Thiago Moises,Damir Ismagulov,1.0,71.0,188.0,73.0,191.0,0.0,5.0,0.0,77,0.0,28.0,132.0,21.0,34.0,22.0,22.0,58.0,168.0,2.0,3.0,11.0,17.0,36.0,114.0,0.0,3.0,24,W
UFC Fight Night: Andrade vs. Zhang,Damir Ismagulov vs. Thiago Moises,Thiago Moises,0.0,36.0,114.0,37.0,115.0,0.0,3.0,0.0,24,0.0,16.0,88.0,7.0,10.0,13.0,16.0,32.0,110.0,4.0,4.0,0.0,0.0,71.0,188.0,0.0,5.0,77,L
UFC Fight Night: Andrade vs. Zhang,Jessica Andrade vs. Zhang Weili,Jessica Andrade,0.0,4.0,12.0,4.0,12.0,0.0,0.0,0.0,5,0.0,2.0,9.0,1.0,2.0,1.0,1.0,3.0,11.0,1.0,1.0,0.0,0.0,29.0,38.0,0.0,0.0,1,L
UFC Fight Night: Andrade vs. Zhang,Jessica Andrade vs. Zhang Weili,Zhang Weili,1.0,29.0,38.0,29.0,38.0,0.0,0.0,0.0,1,0.0,16.0,25.0,7.0,7.0,6.0,6.0,15.0,23.0,13.0,13.0,1.0,2.0,4.0,12.0,0.0,0.0,5,W
UFC Fight Night: Andrade vs. Zhang,JunYong Park vs. Anthony Hernandez,Anthony Hernandez,0.0,59.0,110.0,74.0,129.0,6.0,9.0,1.0,273,0.0,51.0,102.0,7.0,7.0,1.0,1.0,49.0,97.0,3.0,6.0,7.0,7.0,81.0,148.0,0.0,0.0,16,W
UFC Fight Night: Andrade vs. Zhang,JunYong Park vs. Anthony Hernandez,JunYong Park,0.0,81.0,148.0,84.0,152.0,0.0,0.0,0.0,16,0.0,76.0,142.0,5.0,6.0,0.0,0.0,73.0,136.0,8.0,12.0,0.0,0.0,59.0,110.0,6.0,9.0,273,L
UFC Fight Night: Andrade vs. Zhang,Kai Kara-France vs. Mark De La Rosa,Kai Kara-France,1.0,91.0,193.0,93.0,195.0,1.0,1.0,0.0,19,0.0,58.0,146.0,9.0,19.0,24.0,28.0,85.0,183.0,2.0,3.0,4.0,7.0,60.0,195.0,1.0,7.0,72,W
UFC Fight Night: Andrade vs. Zhang,Kai Kara-France vs. Mark De La Rosa,Mark De La Rosa,0.0,60.0,195.0,63.0,198.0,1.0,7.0,0.0,72,0.0,51.0,174.0,4.0,10.0,5.0,11.0,58.0,192.0,2.0,3.0,0.0,0.0,91.0,193.0,1.0,1.0,19,L
UFC Fight Night: Andrade vs. Zhang,Karol Rosa vs. Lara Procopio,Karol Rosa,1.0,171.0,351.0,177.0,358.0,0.0,0.0,0.0,64,0.0,108.0,266.0,11.0,16.0,52.0,69.0,159.0,333.0,7.0,11.0,5.0,7.0,165.0,290.0,0.0,5.0,22,W
UFC Fight Night: Andrade vs. Zhang,Karol Rosa vs. Lara Procopio,Lara Procopio,0.0,165.0,290.0,169.0,294.0,0.0,5.0,0.0,22,0.0,122.0,244.0,13.0,15.0,30.0,31.0,158.0,281.0,7.0,9.0,0.0,0.0,171.0,351.0,0.0,0.0,64,L
UFC Fight Night: Andrade vs. Zhang,Li Jingliang vs. Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,0.0,54.0,160.0,55.0,162.0,0.0,1.0,0.0,24,0.0,23.0,114.0,21.0,33.0,10.0,13.0,51.0,156.0,3.0,4.0,0.0,0.0,59.0,128.0,2.0,3.0,22,L
UFC Fight Night: Andrade vs. Zhang,Li Jingliang vs. Elizeu Zaleski dos Santos,Li Jingliang,3.0,59.0,128.0,59.0,128.0,2.0,3.0,0.0,22,0.0,45.0,108.0,4.0,6.0,10.0,14.0,47.0,113.0,8.0,11.0,4.0,4.0,54.0,160.0,0.0,1.0,24,W
UFC Fight Night: Andrade vs. Zhang,Song Kenan vs. Derrick Krantz,Derrick Krantz,0.0,33.0,85.0,52.0,105.0,3.0,6.0,1.0,338,1.0,23.0,74.0,6.0,7.0,4.0,4.0,30.0,78.0,1.0,4.0,2.0,3.0,58.0,128.0,0.0,0.0,35,L
UFC Fight Night: Andrade vs. Zhang,Song Kenan vs. Derrick Krantz,Song Kenan,0.0,58.0,128.0,61.0,131.0,0.0,0.0,0.0,35,1.0,44.0,98.0,6.0,19.0,8.0,11.0,54.0,122.0,4.0,6.0,0.0,0.0,33.0,85.0,3.0,6.0,338,W
UFC Fight Night: Andrade vs. Zhang,Sumudaerji vs. Andre Soukhamthath,Andre Soukhamthath,0.0,23.0,72.0,27.0,76.0,0.0,3.0,0.0,87,0.0,13.0,55.0,4.0,9.0,6.0,8.0,20.0,64.0,2.0,4.0,1.0,4.0,93.0,157.0,1.0,1.0,216,L
UFC Fight Night: Andrade vs. Zhang,Sumudaerji vs. Andre Soukhamthath,Sumudaerji,0.0,93.0,157.0,103.0,168.0,1.0,1.0,0.0,216,0.0,72.0,127.0,10.0,17.0,11.0,13.0,64.0,111.0,3.0,3.0,26.0,43.0,23.0,72.0,0.0,3.0,87,W
UFC Fight Night: Andrade vs. Zhang,Wu Yanan vs. Mizuki,Mizuki,0.0,93.0,204.0,102.0,214.0,0.0,4.0,0.0,36,0.0,86.0,195.0,7.0,9.0,0.0,0.0,74.0,182.0,19.0,22.0,0.0,0.0,123.0,270.0,0.0,4.0,29,W
UFC Fight Night: Andrade vs. Zhang,Wu Yanan vs. Mizuki,Wu Yanan,0.0,123.0,270.0,136.0,283.0,0.0,4.0,0.0,29,0.0,65.0,198.0,41.0,51.0,17.0,21.0,95.0,235.0,28.0,35.0,0.0,0.0,93.0,204.0,0.0,4.0,36,L
UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski vs. Waldo Cortes-Acosta,Andrei Arlovski,0.0,58.0,127.0,58.0,127.0,0.0,0.0,0.0,0,0.0,13.0,63.0,22.0,40.0,23.0,24.0,58.0,127.0,0.0,0.0,0.0,0.0,49.0,136.0,0.0,0.0,0,L
UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski vs. Waldo Cortes-Acosta,Waldo Cortes-Acosta,0.0,49.0,136.0,50.0,137.0,0.0,0.0,0.0,0,0.0,24.0,97.0,11.0,19.0,14.0,20.0,46.0,131.0,3.0,5.0,0.0,0.0,58.0,127.0,0.0,0.0,0,W
UFC Fight Night: Ankalaev vs. Walker 2,Farid Basharat vs. Taylor Lapilus,Farid Basharat,0.0,42.0,100.0,55.0,116.0,5.0,16.0,1.0,418,0.0,14.0,53.0,7.0,19.0,21.0,28.0,39.0,92.0,2.0,5.0,1.0,3.0,40.0,93.0,0.0,0.0,2,W
UFC Fight Night: Ankalaev vs. Walker 2,Farid Basharat vs. Taylor Lapilus,Taylor Lapilus,0.0,40.0,93.0,41.0,94.0,0.0,0.0,0.0,2,0.0,24.0,67.0,11.0,16.0,5.0,10.0,34.0,86.0,2.0,3.0,4.0,4.0,42.0,100.0,5.0,16.0,418,L
UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller vs. Gabriel Benitez,Gabriel Benitez,0.0,80.0,182.0,84.0,188.0,0.0,0.0,0.0,1,0.0,51.0,145.0,13.0,21.0,16.0,16.0,79.0,181.0,1.0,1.0,0.0,0.0,80.0,140.0,2.0,2.0,235,L
UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller vs. Gabriel Benitez,Jim Miller,0.0,80.0,140.0,96.0,157.0,2.0,2.0,1.0,235,0.0,50.0,108.0,10.0,12.0,20.0,20.0,67.0,125.0,5.0,7.0,8.0,8.0,80.0,182.0,0.0,0.0,1,W
UFC Fight Night: Ankalaev vs. Walker 2,Joshua Van vs. Felipe Bunes,Felipe Bunes,0.0,50.0,91.0,57.0,101.0,2.0,6.0,0.0,122,0.0,29.0,64.0,11.0,16.0,10.0,11.0,49.0,90.0,1.0,1.0,0.0,0.0,83.0,141.0,1.0,1.0,74,L
UFC Fight Night: Ankalaev vs. Walker 2,Joshua Van vs. Felipe Bunes,Joshua Van,1.0,83.0,141.0,154.0,222.0,1.0,1.0,0.0,74,0.0,63.0,116.0,15.0,19.0,5.0,6.0,61.0,115.0,9.0,11.0,13.0,15.0,50.0,91.0,2.0,6.0,122,W
UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev vs. Johnny Walker,Johnny Walker,0.0,24.0,71.0,26.0,73.0,0.0,0.0,0.0,0,0.0,2.0,34.0,3.0,6.0,19.0,31.0,24.0,71.0,0.0,0.0,0.0,0.0,39.0,58.0,0.0,0.0,5,L
UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev vs. Johnny Walker,Magomed Ankalaev,1.0,39.0,58.0,39.0,58.0,0.0,0.0,0.0,5,0.0,8.0,22.0,6.0,7.0,25.0,29.0,38.0,57.0,0.0,0.0,1.0,1.0,24.0,71.0,0.0,0.0,0,W
UFC Fight Night: Ankalaev vs. Walker 2,Marcus McGhee vs. Gaston Bolanos,Gaston Bolanos,0.0,28.0,81.0,28.0,82.0,0.0,0.0,0.0,4,0.0,14.0,57.0,7.0,14.0,7.0,10.0,28.0,81.0,0.0,0.0,0.0,0.0,65.0,123.0,1.0,3.0,107,L
UFC Fight Night: Ankalaev vs. Walker 2,Marcus McGhee vs. Gaston Bolanos,Marcus McGhee,1.0,65.0,123.0,74.0,134.0,1.0,3.0,0.0,107,0.0,57.0,114.0,7.0,8.0,1.0,1.0,52.0,108.0,3.0,4.0,10.0,11.0,28.0,81.0,0.0,0.0,4,W
UFC Fight Night: Ankalaev vs. Walker 2,Matthew Semelsberger vs. Preston Parsons,Matthew Semelsberger,0.0,28.0,69.0,33.0,77.0,1.0,2.0,2.0,188,0.0,18.0,55.0,4.0,8.0,6.0,6.0,23.0,60.0,3.0,7.0,2.0,2.0,47.0,87.0,7.0,11.0,386,L
UFC Fight Night: Ankalaev vs. Walker 2,Matthew Semelsberger vs. Preston Parsons,Preston Parsons,0.0,47.0,87.0,116.0,165.0,7.0,11.0,2.0,386,1.0,25.0,62.0,9.0,11.0,13.0,14.0,25.0,59.0,11.0,13.0,11.0,15.0,28.0,69.0,1.0,2.0,188,W
UFC Fight Night: Ankalaev vs. Walker 2,Nikolas Motta vs. Tom Nolan,Nikolas Motta,1.0,21.0,40.0,21.0,40.0,0.0,0.0,0.0,9,0.0,19.0,35.0,2.0,5.0,0.0,0.0,8.0,19.0,0.0,1.0,13.0,20.0,12.0,20.0,0.0,0.0,0,W
UFC Fight Night: Ankalaev vs. Walker 2,Nikolas Motta vs. Tom Nolan,Tom Nolan,0.0,12.0,20.0,12.0,20.0,0.0,0.0,0.0,0,0.0,5.0,13.0,5.0,5.0,2.0,2.0,11.0,18.0,1.0,2.0,0.0,0.0,21.0,40.0,0.0,0.0,9,L
UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes vs. Brunno Ferreira,Brunno Ferreira,1.0,19.0,43.0,24.0,49.0,1.0,4.0,0.0,97,0.0,18.0,38.0,0.0,4.0,1.0,1.0,15.0,33.0,0.0,3.0,4.0,7.0,13.0,27.0,0.0,1.0,0,W
UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes vs. Brunno Ferreira,Phil Hawes,0.0,13.0,27.0,13.0,28.0,0.0,1.0,0.0,0,0.0,8.0,18.0,4.0,7.0,1.0,2.0,12.0,24.0,1.0,3.0,0.0,0.0,19.0,43.0,1.0,4.0,97,L
UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon vs. Mario Bautista,Mario Bautista,0.0,112.0,270.0,118.0,276.0,0.0,3.0,0.0,14,0.0,76.0,219.0,31.0,42.0,5.0,9.0,110.0,266.0,2.0,3.0,0.0,1.0,45.0,108.0,2.0,13.0,180,W
UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon vs. Mario Bautista,Ricky Simon,0.0,45.0,108.0,52.0,115.0,2.0,13.0,0.0,180,0.0,33.0,95.0,4.0,4.0,8.0,9.0,44.0,106.0,1.0,2.0,0.0,0.0,112.0,270.0,0.0,3.0,14,L
UFC Fight Night: Ankalaev vs. Walker 2,Westin Wilson vs. Jean Silva,Jean Silva,1.0,25.0,36.0,25.0,36.0,1.0,1.0,0.0,8,0.0,24.0,32.0,1.0,4.0,0.0,0.0,23.0,34.0,2.0,2.0,0.0,0.0,11.0,36.0,0.0,3.0,4,W
UFC Fight Night: Ankalaev vs. Walker 2,Westin Wilson vs. Jean Silva,Westin Wilson,0.0,11.0,36.0,11.0,36.0,0.0,3.0,0.0,4,0.0,8.0,28.0,0.0,5.0,3.0,3.0,11.0,35.0,0.0,1.0,0.0,0.0,25.0,36.0,1.0,1.0,8,L
UFC Fight Night: Arlovski vs. Barnett,Alexander Gustafsson vs. Jan Blachowicz,Alexander Gustafsson,0.0,50.0,100.0,139.0,201.0,4.0,5.0,0.0,643,0.0,43.0,92.0,3.0,3.0,4.0,5.0,15.0,57.0,2.0,2.0,33.0,41.0,28.0,90.0,0.0,1.0,0,W
UFC Fight Night: Arlovski vs. Barnett,Alexander Gustafsson vs. Jan Blachowicz,Jan Blachowicz,0.0,28.0,90.0,55.0,125.0,0.0,1.0,0.0,0,0.0,18.0,73.0,8.0,15.0,2.0,2.0,24.0,81.0,3.0,6.0,1.0,3.0,50.0,100.0,4.0,5.0,643,L
UFC Fight Night: Arlovski vs. Barnett,Andrei Arlovski vs. Josh Barnett,Andrei Arlovski,0.0,38.0,62.0,51.0,77.0,1.0,2.0,0.0,144,0.0,22.0,46.0,11.0,11.0,5.0,5.0,19.0,39.0,16.0,20.0,3.0,3.0,53.0,82.0,1.0,2.0,394,L
UFC Fight Night: Arlovski vs. Barnett,Andrei Arlovski vs. Josh Barnett,Josh Barnett,0.0,53.0,82.0,112.0,150.0,1.0,2.0,1.0,394,1.0,40.0,66.0,12.0,15.0,1.0,1.0,13.0,30.0,15.0,21.0,25.0,31.0,38.0,62.0,1.0,2.0,144,W
UFC Fight Night: Arlovski vs. Barnett,Ashlee Evans-Smith vs. Veronica Hardy,Ashlee Evans-Smith,0.0,73.0,115.0,114.0,162.0,2.0,5.0,0.0,361,0.0,41.0,78.0,27.0,31.0,5.0,6.0,11.0,38.0,29.0,35.0,33.0,42.0,23.0,41.0,0.0,0.0,107,W
UFC Fight Night: Arlovski vs. Barnett,Ashlee Evans-Smith vs. Veronica Hardy,Veronica Hardy,0.0,23.0,41.0,34.0,54.0,0.0,0.0,0.0,107,0.0,13.0,27.0,7.0,9.0,3.0,5.0,12.0,28.0,11.0,13.0,0.0,0.0,73.0,115.0,2.0,5.0,361,L
UFC Fight Night: Arlovski vs. Barnett,Jarjis Danho vs. Christian Colombo,Christian Colombo,0.0,76.0,159.0,116.0,202.0,0.0,1.0,0.0,113,0.0,49.0,126.0,18.0,24.0,9.0,9.0,38.0,101.0,36.0,55.0,2.0,3.0,52.0,98.0,1.0,5.0,219,D
UFC Fight Night: Arlovski vs. Barnett,Jarjis Danho vs. Christian Colombo,Jarjis Danho,0.0,52.0,98.0,72.0,126.0,1.0,5.0,0.0,219,0.0,43.0,84.0,9.0,14.0,0.0,0.0,33.0,71.0,13.0,21.0,6.0,6.0,76.0,159.0,0.0,1.0,113,D
UFC Fight Night: Arlovski vs. Barnett,Jessin Ayari vs. Jim Wallhead,Jessin Ayari,0.0,70.0,172.0,72.0,174.0,0.0,3.0,0.0,12,0.0,48.0,135.0,8.0,20.0,14.0,17.0,65.0,164.0,5.0,8.0,0.0,0.0,47.0,135.0,0.0,0.0,34,W
UFC Fight Night: Arlovski vs. Barnett,Jessin Ayari vs. Jim Wallhead,Jim Wallhead,1.0,47.0,135.0,53.0,142.0,0.0,0.0,0.0,34,0.0,31.0,113.0,5.0,8.0,11.0,14.0,44.0,128.0,1.0,2.0,2.0,5.0,70.0,172.0,0.0,3.0,12,L
UFC Fight Night: Arlovski vs. Barnett,Nick Hein vs. Tae Hyun Bang,Nick Hein,0.0,20.0,76.0,48.0,106.0,2.0,5.0,0.0,7,0.0,12.0,55.0,8.0,19.0,0.0,2.0,18.0,72.0,2.0,4.0,0.0,0.0,40.0,117.0,0.0,2.0,139,W
UFC Fight Night: Arlovski vs. Barnett,Nick Hein vs. Tae Hyun Bang,Tae Hyun Bang,0.0,40.0,117.0,44.0,121.0,0.0,2.0,0.0,139,0.0,34.0,105.0,5.0,11.0,1.0,1.0,36.0,112.0,4.0,5.0,0.0,0.0,20.0,76.0,2.0,5.0,7,L
UFC Fight Night: Arlovski vs. Barnett,Peter Sobotta vs. Nicolas Dalby,Nicolas Dalby,0.0,14.0,52.0,48.0,87.0,0.0,1.0,0.0,28,0.0,7.0,40.0,4.0,7.0,3.0,5.0,9.0,45.0,3.0,5.0,2.0,2.0,38.0,76.0,3.0,5.0,622,L
UFC Fight Night: Arlovski vs. Barnett,Peter Sobotta vs. Nicolas Dalby,Peter Sobotta,1.0,38.0,76.0,83.0,127.0,3.0,5.0,1.0,622,0.0,28.0,65.0,5.0,6.0,5.0,5.0,21.0,44.0,0.0,0.0,17.0,32.0,14.0,52.0,0.0,1.0,28,W
UFC Fight Night: Arlovski vs. Barnett,Rustam Khabilov vs. Leandro Silva,Leandro Silva,0.0,29.0,83.0,40.0,95.0,0.0,2.0,0.0,13,0.0,13.0,57.0,11.0,20.0,5.0,6.0,26.0,78.0,3.0,4.0,0.0,1.0,24.0,82.0,2.0,10.0,232,L
UFC Fight Night: Arlovski vs. Barnett,Rustam Khabilov vs. Leandro Silva,Rustam Khabilov,0.0,24.0,82.0,49.0,111.0,2.0,10.0,0.0,232,0.0,12.0,62.0,1.0,5.0,11.0,15.0,18.0,71.0,0.0,3.0,6.0,8.0,29.0,83.0,0.0,2.0,13,W
UFC Fight Night: Arlovski vs. Barnett,Ryan Bader vs. Ilir Latifi,Ilir Latifi,1.0,9.0,30.0,11.0,32.0,0.0,5.0,0.0,26,0.0,6.0,23.0,3.0,6.0,0.0,1.0,6.0,23.0,2.0,5.0,1.0,2.0,13.0,34.0,0.0,1.0,2,L
UFC Fight Night: Arlovski vs. Barnett,Ryan Bader vs. Ilir Latifi,Ryan Bader,1.0,13.0,34.0,15.0,36.0,0.0,1.0,0.0,2,0.0,12.0,31.0,1.0,3.0,0.0,0.0,13.0,34.0,0.0,0.0,0.0,0.0,9.0,30.0,0.0,5.0,26,W
UFC Fight Night: Arlovski vs. Barnett,Scott Askham vs. Jack Hermansson,Jack Hermansson,0.0,88.0,156.0,121.0,190.0,1.0,6.0,0.0,195,0.0,39.0,98.0,21.0,22.0,28.0,36.0,57.0,114.0,30.0,40.0,1.0,2.0,37.0,106.0,0.0,3.0,105,W
UFC Fight Night: Arlovski vs. Barnett,Scott Askham vs. Jack Hermansson,Scott Askham,0.0,37.0,106.0,49.0,120.0,0.0,3.0,2.0,105,0.0,8.0,62.0,21.0,33.0,8.0,11.0,23.0,83.0,13.0,22.0,1.0,1.0,88.0,156.0,1.0,6.0,195,L
UFC Fight Night: Arlovski vs. Barnett,Taylor Lapilus vs. Leandro Issa,Leandro Issa,0.0,19.0,61.0,23.0,68.0,3.0,14.0,0.0,389,0.0,6.0,38.0,6.0,13.0,7.0,10.0,16.0,58.0,3.0,3.0,0.0,0.0,63.0,146.0,0.0,0.0,57,L
UFC Fight Night: Arlovski vs. Barnett,Taylor Lapilus vs. Leandro Issa,Taylor Lapilus,0.0,63.0,146.0,84.0,168.0,0.0,0.0,0.0,57,0.0,49.0,130.0,12.0,14.0,2.0,2.0,38.0,115.0,21.0,26.0,4.0,5.0,19.0,61.0,3.0,14.0,389,W
UFC Fight Night: Aspinall vs. Tybura,Chris Duncan vs. Yanal Ashmouz,Chris Duncan,0.0,85.0,206.0,87.0,209.0,2.0,4.0,0.0,48,0.0,54.0,161.0,23.0,30.0,8.0,15.0,82.0,200.0,3.0,6.0,0.0,0.0,35.0,98.0,0.0,1.0,0,W
UFC Fight Night: Aspinall vs. Tybura,Chris Duncan vs. Yanal Ashmouz,Yanal Ashmouz,0.0,35.0,98.0,36.0,100.0,0.0,1.0,0.0,0,0.0,15.0,68.0,8.0,14.0,12.0,16.0,34.0,96.0,1.0,2.0,0.0,0.0,85.0,206.0,2.0,4.0,48,L
UFC Fight Night: Aspinall vs. Tybura,Danny Roberts vs. Jonny Parsons,Danny Roberts,0.0,44.0,133.0,44.0,134.0,0.0,2.0,0.0,5,0.0,27.0,111.0,14.0,19.0,3.0,3.0,44.0,132.0,0.0,1.0,0.0,0.0,63.0,124.0,0.0,0.0,86,L
UFC Fight Night: Aspinall vs. Tybura,Danny Roberts vs. Jonny Parsons,Jonny Parsons,2.0,63.0,124.0,69.0,133.0,0.0,0.0,0.0,86,0.0,42.0,95.0,12.0,19.0,9.0,10.0,51.0,101.0,7.0,15.0,5.0,8.0,44.0,133.0,0.0,2.0,5,W
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Daniel Marcos,0.0,48.0,140.0,49.0,141.0,1.0,1.0,0.0,13,0.0,21.0,90.0,6.0,24.0,21.0,26.0,47.0,139.0,1.0,1.0,0.0,0.0,70.0,215.0,0.0,1.0,6,W
UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Davey Grant,0.0,70.0,215.0,70.0,215.0,0.0,1.0,0.0,6,0.0,17.0,127.0,27.0,55.0,26.0,33.0,70.0,213.0,0.0,2.0,0.0,0.0,48.0,140.0,1.0,1.0,13,L
UFC Fight Night: Aspinall vs. Tybura,Jafel Filho vs. Daniel Barez,Daniel Barez,1.0,18.0,30.0,18.0,30.0,0.0,0.0,0.0,12,0.0,8.0,17.0,7.0,9.0,3.0,4.0,18.0,27.0,0.0,1.0,0.0,2.0,21.0,54.0,1.0,4.0,55,L
UFC Fight Night: Aspinall vs. Tybura,Jafel Filho vs. Daniel Barez,Jafel Filho,0.0,21.0,54.0,23.0,62.0,1.0,4.0,1.0,55,0.0,11.0,40.0,8.0,9.0,2.0,5.0,21.0,54.0,0.0,0.0,0.0,0.0,18.0,30.0,0.0,0.0,12,W
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Fares Ziam,0.0,61.0,113.0,96.0,153.0,1.0,5.0,0.0,90,0.0,29.0,74.0,19.0,23.0,13.0,16.0,45.0,93.0,16.0,20.0,0.0,0.0,49.0,134.0,0.0,6.0,252,W
UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Jai Herbert,0.0,49.0,134.0,58.0,150.0,0.0,6.0,0.0,252,0.0,7.0,79.0,23.0,31.0,19.0,24.0,38.0,119.0,11.0,15.0,0.0,0.0,61.0,113.0,1.0,5.0,90,L
UFC Fight Night: Aspinall vs. Tybura,Ketlen Vieira vs. Pannie Kianzad,Ketlen Vieira,0.0,15.0,33.0,65.0,103.0,3.0,3.0,3.0,649,0.0,13.0,31.0,1.0,1.0,1.0,1.0,8.0,25.0,1.0,2.0,6.0,6.0,22.0,51.0,0.0,0.0,131,W
UFC Fight Night: Aspinall vs. Tybura,Ketlen Vieira vs. Pannie Kianzad,Pannie Kianzad,0.0,22.0,51.0,92.0,144.0,0.0,0.0,0.0,131,1.0,17.0,45.0,3.0,4.0,2.0,2.0,10.0,30.0,0.0,0.0,12.0,21.0,15.0,33.0,3.0,3.0,649,L
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Josh Culibao,0.0,23.0,59.0,40.0,77.0,0.0,2.0,0.0,90,0.0,16.0,48.0,5.0,6.0,2.0,5.0,19.0,53.0,4.0,6.0,0.0,0.0,59.0,109.0,3.0,5.0,458,L
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Lerone Murphy,1.0,59.0,109.0,87.0,144.0,3.0,5.0,2.0,458,0.0,37.0,81.0,15.0,18.0,7.0,10.0,24.0,61.0,12.0,14.0,23.0,34.0,23.0,59.0,0.0,2.0,90,W
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Bryan Barberena,0.0,28.0,81.0,81.0,138.0,0.0,1.0,0.0,2,0.0,13.0,56.0,2.0,4.0,13.0,21.0,27.0,79.0,1.0,2.0,0.0,0.0,54.0,97.0,13.0,16.0,310,L
