event,bout,round_number,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted
UFC Fight Night: Thompson vs. Holland,Michael Johnson vs. Marc Diakiese,2.0,Marc Diakiese,0.0,11.0,40.0,11.0,40.0,0.0,1.0,0.0,0,0.0,5.0,29.0,5.0,6.0,1.0,5.0,11.0,40.0,0.0,0.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Michael Johnson vs. Marc Diakiese,3.0,Marc Diakiese,0.0,21.0,49.0,21.0,49.0,0.0,3.0,0.0,0,0.0,10.0,35.0,10.0,11.0,1.0,3.0,19.0,47.0,2.0,2.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Darren Elkins vs. Jonathan Pearce,1.0,Darren Elkins,0.0,11.0,57.0,14.0,60.0,1.0,2.0,0.0,28,0.0,9.0,51.0,2.0,6.0,0.0,0.0,10.0,55.0,1.0,2.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Darren Elkins vs. Jonathan Pearce,2.0,Darren Elkins,0.0,15.0,47.0,22.0,54.0,1.0,2.0,0.0,18,0.0,14.0,43.0,1.0,3.0,0.0,1.0,10.0,37.0,5.0,10.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Darren Elkins vs. Jonathan Pearce,3.0,Darren Elkins,0.0,31.0,89.0,31.0,89.0,0.0,1.0,0.0,2,0.0,24.0,82.0,6.0,6.0,1.0,1.0,29.0,85.0,2.0,4.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Darren Elkins vs. Jonathan Pearce,1.0,Jonathan Pearce,0.0,30.0,64.0,35.0,70.0,1.0,1.0,0.0,42,0.0,16.0,47.0,11.0,14.0,3.0,3.0,21.0,51.0,4.0,5.0,5.0,8.0
UFC Fight Night: Thompson vs. Holland,Darren Elkins vs. Jonathan Pearce,2.0,Jonathan Pearce,0.0,44.0,68.0,74.0,106.0,0.0,3.0,0.0,149,1.0,37.0,61.0,3.0,3.0,4.0,4.0,13.0,27.0,8.0,10.0,23.0,31.0
UFC Fight Night: Thompson vs. Holland,Darren Elkins vs. Jonathan Pearce,3.0,Jonathan Pearce,0.0,36.0,90.0,45.0,100.0,1.0,3.0,0.0,22,0.0,27.0,80.0,4.0,5.0,5.0,5.0,32.0,81.0,2.0,5.0,2.0,4.0
UFC Fight Night: Thompson vs. Holland,Natan Levy vs. Genaro Valdez,1.0,Natan Levy,0.0,34.0,70.0,34.0,70.0,0.0,0.0,0.0,0,0.0,7.0,36.0,13.0,19.0,14.0,15.0,34.0,70.0,0.0,0.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Natan Levy vs. Genaro Valdez,2.0,Natan Levy,0.0,13.0,30.0,13.0,30.0,1.0,3.0,0.0,139,0.0,5.0,20.0,6.0,8.0,2.0,2.0,12.0,29.0,1.0,1.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Natan Levy vs. Genaro Valdez,3.0,Natan Levy,0.0,20.0,35.0,22.0,37.0,5.0,7.0,0.0,141,0.0,10.0,23.0,6.0,7.0,4.0,5.0,20.0,35.0,0.0,0.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Natan Levy vs. Genaro Valdez,1.0,Genaro Valdez,0.0,19.0,60.0,19.0,60.0,0.0,0.0,0.0,0,0.0,6.0,38.0,4.0,11.0,9.0,11.0,19.0,60.0,0.0,0.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Natan Levy vs. Genaro Valdez,2.0,Genaro Valdez,0.0,21.0,59.0,30.0,68.0,0.0,0.0,0.0,0,0.0,12.0,47.0,6.0,9.0,3.0,3.0,15.0,52.0,3.0,4.0,3.0,3.0
UFC Fight Night: Thompson vs. Holland,Natan Levy vs. Genaro Valdez,3.0,Genaro Valdez,0.0,9.0,39.0,13.0,45.0,0.0,0.0,0.0,1,0.0,8.0,36.0,0.0,2.0,1.0,1.0,7.0,36.0,2.0,3.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Marcelo Rojo vs. Francis Marshall,1.0,Marcelo Rojo,0.0,18.0,26.0,35.0,44.0,0.0,0.0,0.0,0,0.0,12.0,20.0,1.0,1.0,5.0,5.0,12.0,19.0,1.0,1.0,5.0,6.0
UFC Fight Night: Thompson vs. Holland,Marcelo Rojo vs. Francis Marshall,2.0,Marcelo Rojo,0.0,13.0,21.0,13.0,21.0,0.0,0.0,0.0,0,0.0,8.0,15.0,3.0,4.0,2.0,2.0,12.0,20.0,1.0,1.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Marcelo Rojo vs. Francis Marshall,1.0,Francis Marshall,0.0,11.0,44.0,17.0,51.0,1.0,3.0,0.0,163,0.0,8.0,41.0,2.0,2.0,1.0,1.0,7.0,40.0,1.0,1.0,3.0,3.0
UFC Fight Night: Thompson vs. Holland,Marcelo Rojo vs. Francis Marshall,2.0,Francis Marshall,1.0,12.0,37.0,12.0,38.0,0.0,0.0,0.0,4,0.0,12.0,37.0,0.0,0.0,0.0,0.0,8.0,32.0,1.0,1.0,3.0,4.0
UFC Fight Night: Thompson vs. Holland,Yazmin Jauregui vs. Istela Nunes,1.0,Yazmin Jauregui,0.0,27.0,86.0,27.0,86.0,0.0,3.0,0.0,6,0.0,18.0,72.0,4.0,8.0,5.0,6.0,25.0,82.0,2.0,4.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Yazmin Jauregui vs. Istela Nunes,2.0,Yazmin Jauregui,2.0,40.0,68.0,76.0,114.0,0.0,0.0,0.0,164,0.0,36.0,63.0,2.0,3.0,2.0,2.0,13.0,27.0,5.0,8.0,22.0,33.0
UFC Fight Night: Thompson vs. Holland,Yazmin Jauregui vs. Istela Nunes,1.0,Istela Nunes,1.0,24.0,40.0,25.0,41.0,0.0,0.0,0.0,2,0.0,13.0,29.0,7.0,7.0,4.0,4.0,20.0,36.0,4.0,4.0,0.0,0.0
UFC Fight Night: Thompson vs. Holland,Yazmin Jauregui vs. Istela Nunes,2.0,Istela Nunes,0.0,12.0,20.0,14.0,22.0,0.0,0.0,0.0,13,0.0,7.0,12.0,5.0,7.0,0.0,1.0,8.0,14.0,4.0,4.0,0.0,2.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Kennedy Nzechukwu vs. Ion Cutelaba,1.0,Kennedy Nzechukwu,0.0,2.0,6.0,2.0,6.0,0.0,1.0,0.0,67,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Kennedy Nzechukwu vs. Ion Cutelaba,2.0,Kennedy Nzechukwu,1.0,22.0,36.0,22.0,36.0,0.0,0.0,0.0,7,0.0,20.0,34.0,2.0,2.0,0.0,0.0,13.0,26.0,0.0,0.0,9.0,10.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Kennedy Nzechukwu vs. Ion Cutelaba,1.0,Ion Cutelaba,0.0,5.0,6.0,26.0,37.0,2.0,6.0,0.0,212,0.0,4.0,5.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Kennedy Nzechukwu vs. Ion Cutelaba,2.0,Ion Cutelaba,0.0,4.0,20.0,4.0,20.0,0.0,2.0,0.0,0,0.0,3.0,18.0,0.0,1.0,1.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman vs. Waldo Cortes-Acosta,1.0,Chase Sherman,0.0,18.0,50.0,23.0,55.0,1.0,1.0,0.0,63,0.0,6.0,36.0,4.0,5.0,8.0,9.0,18.0,48.0,0.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman vs. Waldo Cortes-Acosta,2.0,Chase Sherman,0.0,21.0,48.0,22.0,51.0,0.0,1.0,0.0,28,0.0,8.0,34.0,6.0,7.0,7.0,7.0,21.0,47.0,0.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman vs. Waldo Cortes-Acosta,3.0,Chase Sherman,0.0,27.0,79.0,28.0,81.0,0.0,0.0,0.0,3,0.0,11.0,60.0,6.0,7.0,10.0,12.0,27.0,79.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman vs. Waldo Cortes-Acosta,1.0,Waldo Cortes-Acosta,0.0,29.0,71.0,29.0,73.0,0.0,0.0,0.0,4,0.0,19.0,60.0,6.0,7.0,4.0,4.0,27.0,69.0,2.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman vs. Waldo Cortes-Acosta,2.0,Waldo Cortes-Acosta,0.0,71.0,121.0,73.0,123.0,0.0,0.0,0.0,9,0.0,66.0,113.0,5.0,8.0,0.0,0.0,68.0,116.0,3.0,5.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman vs. Waldo Cortes-Acosta,3.0,Waldo Cortes-Acosta,0.0,47.0,86.0,47.0,86.0,0.0,0.0,0.0,0,0.0,39.0,74.0,6.0,10.0,2.0,2.0,47.0,86.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho vs. Muslim Salikhov,1.0,Andre Fialho,0.0,11.0,38.0,20.0,49.0,0.0,0.0,0.0,20,0.0,6.0,29.0,3.0,5.0,2.0,4.0,8.0,34.0,3.0,4.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho vs. Muslim Salikhov,2.0,Andre Fialho,0.0,5.0,18.0,7.0,20.0,0.0,0.0,0.0,0,0.0,3.0,16.0,1.0,1.0,1.0,1.0,5.0,18.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho vs. Muslim Salikhov,3.0,Andre Fialho,0.0,1.0,10.0,2.0,11.0,0.0,0.0,0.0,0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho vs. Muslim Salikhov,1.0,Muslim Salikhov,0.0,11.0,22.0,19.0,35.0,1.0,3.0,0.0,79,0.0,5.0,12.0,2.0,6.0,4.0,4.0,9.0,17.0,1.0,4.0,1.0,1.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho vs. Muslim Salikhov,2.0,Muslim Salikhov,0.0,37.0,57.0,50.0,72.0,0.0,0.0,0.0,108,0.0,28.0,47.0,9.0,10.0,0.0,0.0,18.0,28.0,2.0,3.0,17.0,26.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho vs. Muslim Salikhov,3.0,Muslim Salikhov,0.0,8.0,16.0,8.0,16.0,0.0,0.0,0.0,0,0.0,5.0,11.0,3.0,5.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jack Della Maddalena vs. Danny Roberts,1.0,Jack Della Maddalena,2.0,33.0,60.0,41.0,68.0,0.0,0.0,0.0,34,0.0,23.0,41.0,9.0,16.0,1.0,3.0,27.0,50.0,2.0,2.0,4.0,8.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jack Della Maddalena vs. Danny Roberts,1.0,Danny Roberts,0.0,5.0,33.0,5.0,33.0,0.0,1.0,0.0,15,0.0,2.0,29.0,1.0,2.0,2.0,2.0,4.0,32.0,1.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson vs. Zhalgas Zhumagulov,1.0,Charles Johnson,0.0,32.0,60.0,32.0,60.0,0.0,1.0,0.0,0,0.0,15.0,34.0,15.0,22.0,2.0,4.0,30.0,58.0,2.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson vs. Zhalgas Zhumagulov,2.0,Charles Johnson,0.0,33.0,56.0,57.0,81.0,0.0,0.0,0.0,40,0.0,13.0,30.0,15.0,20.0,5.0,6.0,26.0,45.0,7.0,11.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson vs. Zhalgas Zhumagulov,3.0,Charles Johnson,0.0,50.0,93.0,52.0,96.0,0.0,1.0,0.0,17,0.0,36.0,78.0,11.0,12.0,3.0,3.0,45.0,88.0,5.0,5.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson vs. Zhalgas Zhumagulov,1.0,Zhalgas Zhumagulov,0.0,43.0,77.0,46.0,80.0,0.0,1.0,0.0,21,0.0,10.0,35.0,15.0,23.0,18.0,19.0,40.0,74.0,3.0,3.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson vs. Zhalgas Zhumagulov,2.0,Zhalgas Zhumagulov,0.0,46.0,77.0,65.0,98.0,1.0,2.0,0.0,42,0.0,15.0,37.0,16.0,24.0,15.0,16.0,43.0,74.0,2.0,2.0,1.0,1.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson vs. Zhalgas Zhumagulov,3.0,Zhalgas Zhumagulov,0.0,30.0,80.0,30.0,80.0,0.0,1.0,0.0,0,0.0,11.0,47.0,3.0,15.0,16.0,18.0,29.0,77.0,1.0,3.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia vs. Maryna Moroz,1.0,Jennifer Maia,0.0,30.0,58.0,36.0,64.0,0.0,0.0,0.0,92,0.0,23.0,49.0,3.0,5.0,4.0,4.0,28.0,56.0,2.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia vs. Maryna Moroz,2.0,Jennifer Maia,0.0,41.0,110.0,41.0,110.0,0.0,0.0,0.0,0,0.0,34.0,102.0,4.0,5.0,3.0,3.0,41.0,109.0,0.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia vs. Maryna Moroz,3.0,Jennifer Maia,0.0,38.0,85.0,40.0,87.0,0.0,0.0,0.0,12,0.0,27.0,73.0,7.0,8.0,4.0,4.0,32.0,77.0,6.0,8.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia vs. Maryna Moroz,1.0,Maryna Moroz,0.0,13.0,61.0,13.0,61.0,0.0,0.0,0.0,0,0.0,9.0,52.0,4.0,9.0,0.0,0.0,12.0,60.0,1.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia vs. Maryna Moroz,2.0,Maryna Moroz,0.0,41.0,114.0,41.0,114.0,0.0,0.0,0.0,0,0.0,26.0,96.0,7.0,10.0,8.0,8.0,41.0,114.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia vs. Maryna Moroz,3.0,Maryna Moroz,0.0,26.0,97.0,30.0,101.0,0.0,0.0,0.0,0,0.0,20.0,89.0,3.0,4.0,3.0,4.0,25.0,95.0,1.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales vs. Miles Johns,1.0,Vince Morales,0.0,8.0,32.0,8.0,32.0,0.0,0.0,0.0,0,0.0,6.0,27.0,1.0,3.0,1.0,2.0,8.0,32.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales vs. Miles Johns,2.0,Vince Morales,0.0,11.0,43.0,13.0,45.0,0.0,0.0,0.0,2,0.0,6.0,35.0,5.0,7.0,0.0,1.0,9.0,41.0,2.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales vs. Miles Johns,3.0,Vince Morales,0.0,20.0,56.0,26.0,62.0,0.0,0.0,0.0,3,0.0,16.0,50.0,3.0,5.0,1.0,1.0,19.0,54.0,1.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales vs. Miles Johns,1.0,Miles Johns,0.0,10.0,26.0,10.0,26.0,0.0,1.0,0.0,2,0.0,7.0,23.0,1.0,1.0,2.0,2.0,10.0,25.0,0.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales vs. Miles Johns,2.0,Miles Johns,0.0,13.0,32.0,13.0,32.0,1.0,3.0,0.0,35,0.0,8.0,27.0,2.0,2.0,3.0,3.0,13.0,32.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales vs. Miles Johns,3.0,Miles Johns,0.0,15.0,45.0,22.0,52.0,0.0,8.0,0.0,91,0.0,13.0,42.0,1.0,2.0,1.0,1.0,15.0,45.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios vs. Kevin Natividad,1.0,Ricky Turcios,0.0,17.0,27.0,49.0,62.0,2.0,2.0,0.0,150,2.0,16.0,26.0,0.0,0.0,1.0,1.0,4.0,10.0,1.0,4.0,12.0,13.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios vs. Kevin Natividad,2.0,Ricky Turcios,0.0,22.0,39.0,52.0,70.0,0.0,2.0,0.0,86,1.0,20.0,37.0,1.0,1.0,1.0,1.0,11.0,25.0,3.0,6.0,8.0,8.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios vs. Kevin Natividad,3.0,Ricky Turcios,0.0,29.0,49.0,69.0,92.0,0.0,1.0,1.0,141,0.0,29.0,49.0,0.0,0.0,0.0,0.0,13.0,28.0,1.0,1.0,15.0,20.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios vs. Kevin Natividad,1.0,Kevin Natividad,0.0,9.0,19.0,11.0,22.0,2.0,3.0,0.0,90,0.0,4.0,14.0,3.0,3.0,2.0,2.0,5.0,13.0,2.0,3.0,2.0,3.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios vs. Kevin Natividad,2.0,Kevin Natividad,0.0,17.0,29.0,32.0,49.0,3.0,5.0,0.0,140,0.0,14.0,25.0,2.0,3.0,1.0,1.0,8.0,16.0,3.0,5.0,6.0,8.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios vs. Kevin Natividad,3.0,Kevin Natividad,1.0,15.0,33.0,18.0,38.0,2.0,5.0,0.0,70,0.0,15.0,31.0,0.0,1.0,0.0,1.0,10.0,26.0,0.0,1.0,5.0,6.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos vs. Maria Oliveira,1.0,Vanessa Demopoulos,0.0,14.0,23.0,31.0,43.0,1.0,1.0,0.0,159,0.0,7.0,15.0,2.0,2.0,5.0,6.0,7.0,14.0,0.0,0.0,7.0,9.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos vs. Maria Oliveira,2.0,Vanessa Demopoulos,1.0,27.0,36.0,58.0,71.0,0.0,1.0,0.0,160,0.0,23.0,32.0,3.0,3.0,1.0,1.0,7.0,14.0,3.0,3.0,17.0,19.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos vs. Maria Oliveira,3.0,Vanessa Demopoulos,0.0,14.0,21.0,32.0,40.0,1.0,2.0,0.0,160,0.0,14.0,21.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,10.0,10.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos vs. Maria Oliveira,1.0,Maria Oliveira,0.0,24.0,46.0,28.0,50.0,0.0,0.0,0.0,0,0.0,15.0,37.0,4.0,4.0,5.0,5.0,24.0,46.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos vs. Maria Oliveira,2.0,Maria Oliveira,0.0,24.0,43.0,28.0,47.0,0.0,0.0,0.0,0,0.0,15.0,32.0,7.0,8.0,2.0,3.0,22.0,41.0,2.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos vs. Maria Oliveira,3.0,Maria Oliveira,0.0,35.0,65.0,39.0,69.0,0.0,0.0,0.0,1,0.0,25.0,55.0,9.0,9.0,1.0,1.0,34.0,64.0,1.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand vs. Fernie Garcia,1.0,Brady Hiestand,0.0,3.0,9.0,13.0,24.0,1.0,3.0,0.0,205,0.0,2.0,8.0,1.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand vs. Fernie Garcia,2.0,Brady Hiestand,0.0,16.0,23.0,18.0,26.0,1.0,3.0,0.0,85,0.0,8.0,14.0,3.0,4.0,5.0,5.0,13.0,20.0,2.0,2.0,1.0,1.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand vs. Fernie Garcia,3.0,Brady Hiestand,0.0,0.0,2.0,25.0,32.0,1.0,2.0,1.0,264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand vs. Fernie Garcia,1.0,Fernie Garcia,0.0,6.0,11.0,30.0,38.0,0.0,0.0,1.0,53,1.0,4.0,9.0,0.0,0.0,2.0,2.0,5.0,10.0,0.0,0.0,1.0,1.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand vs. Fernie Garcia,2.0,Fernie Garcia,0.0,14.0,30.0,28.0,46.0,1.0,2.0,0.0,29,0.0,9.0,25.0,1.0,1.0,4.0,4.0,14.0,30.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand vs. Fernie Garcia,3.0,Fernie Garcia,0.0,1.0,3.0,28.0,41.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva vs. Tereza Bleda,1.0,Natalia Silva,0.0,6.0,9.0,9.0,12.0,0.0,2.0,0.0,121,1.0,2.0,4.0,1.0,2.0,3.0,3.0,6.0,7.0,0.0,2.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva vs. Tereza Bleda,2.0,Natalia Silva,0.0,24.0,38.0,37.0,51.0,0.0,0.0,0.0,9,0.0,14.0,27.0,3.0,4.0,7.0,7.0,23.0,37.0,1.0,1.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva vs. Tereza Bleda,3.0,Natalia Silva,1.0,15.0,25.0,16.0,26.0,0.0,1.0,0.0,3,0.0,10.0,19.0,3.0,3.0,2.0,3.0,12.0,21.0,0.0,0.0,3.0,4.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva vs. Tereza Bleda,1.0,Tereza Bleda,0.0,4.0,7.0,11.0,14.0,0.0,3.0,2.0,139,0.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva vs. Tereza Bleda,2.0,Tereza Bleda,0.0,10.0,22.0,10.0,23.0,1.0,4.0,0.0,147,0.0,5.0,16.0,3.0,4.0,2.0,2.0,8.0,19.0,2.0,3.0,0.0,0.0
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva vs. Tereza Bleda,3.0,Tereza Bleda,0.0,4.0,18.0,4.0,18.0,0.0,0.0,0.0,10,0.0,2.0,15.0,1.0,1.0,1.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,1.0,Israel Adesanya,0.0,23.0,43.0,23.0,44.0,0.0,0.0,0.0,14,0.0,6.0,22.0,6.0,8.0,11.0,13.0,23.0,43.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,2.0,Israel Adesanya,0.0,20.0,44.0,30.0,54.0,0.0,2.0,0.0,73,0.0,14.0,36.0,2.0,2.0,4.0,6.0,19.0,43.0,1.0,1.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,3.0,Israel Adesanya,0.0,14.0,25.0,31.0,52.0,1.0,1.0,0.0,227,0.0,7.0,17.0,5.0,6.0,2.0,2.0,8.0,15.0,0.0,0.0,6.0,10.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,4.0,Israel Adesanya,0.0,20.0,35.0,26.0,44.0,0.0,1.0,0.0,68,0.0,10.0,19.0,6.0,11.0,4.0,5.0,20.0,34.0,0.0,1.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,5.0,Israel Adesanya,0.0,9.0,15.0,9.0,15.0,0.0,0.0,0.0,12,0.0,4.0,9.0,2.0,2.0,3.0,4.0,7.0,13.0,2.0,2.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,1.0,Alex Pereira,0.0,23.0,41.0,28.0,46.0,0.0,0.0,0.0,6,0.0,1.0,12.0,8.0,10.0,14.0,19.0,19.0,36.0,4.0,5.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,2.0,Alex Pereira,0.0,17.0,36.0,33.0,54.0,1.0,1.0,0.0,21,0.0,12.0,25.0,4.0,6.0,1.0,5.0,15.0,33.0,2.0,3.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,3.0,Alex Pereira,0.0,8.0,14.0,19.0,29.0,0.0,0.0,0.0,0,0.0,3.0,8.0,3.0,3.0,2.0,3.0,6.0,12.0,1.0,1.0,1.0,1.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,4.0,Alex Pereira,0.0,15.0,29.0,30.0,45.0,0.0,0.0,0.0,2,0.0,8.0,18.0,4.0,5.0,3.0,6.0,11.0,24.0,4.0,5.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Israel Adesanya vs. Alex Pereira,5.0,Alex Pereira,0.0,28.0,37.0,30.0,40.0,0.0,0.0,0.0,2,0.0,18.0,26.0,8.0,9.0,2.0,2.0,25.0,34.0,3.0,3.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Carla Esparza vs. Zhang Weili,1.0,Carla Esparza,0.0,5.0,27.0,18.0,45.0,1.0,3.0,0.0,53,1.0,5.0,26.0,0.0,1.0,0.0,0.0,5.0,26.0,0.0,0.0,0.0,1.0
UFC 281: Adesanya vs. Pereira,Carla Esparza vs. Zhang Weili,2.0,Carla Esparza,0.0,1.0,5.0,1.0,5.0,0.0,1.0,0.0,2,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Carla Esparza vs. Zhang Weili,1.0,Zhang Weili,0.0,33.0,65.0,38.0,77.0,0.0,0.0,0.0,60,1.0,19.0,48.0,6.0,7.0,8.0,10.0,20.0,50.0,0.0,0.0,13.0,15.0
UFC 281: Adesanya vs. Pereira,Carla Esparza vs. Zhang Weili,2.0,Zhang Weili,0.0,4.0,13.0,4.0,13.0,0.0,0.0,1.0,30,0.0,1.0,10.0,2.0,2.0,1.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0
