event,bout,round_number,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted
UFC 281: Adesanya vs. Pereira,Dustin Poirier vs. Michael Chandler,1.0,Dustin Poirier,0.0,28.0,57.0,31.0,61.0,0.0,0.0,0.0,0,0.0,25.0,53.0,2.0,2.0,1.0,2.0,25.0,53.0,3.0,4.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Dustin Poirier vs. Michael Chandler,2.0,Dustin Poirier,0.0,2.0,3.0,23.0,25.0,0.0,0.0,0.0,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Dustin Poirier vs. Michael Chandler,3.0,Dustin Poirier,0.0,8.0,16.0,9.0,19.0,0.0,0.0,2.0,47,0.0,7.0,15.0,0.0,0.0,1.0,1.0,5.0,10.0,0.0,0.0,3.0,6.0
UFC 281: Adesanya vs. Pereira,Dustin Poirier vs. Michael Chandler,1.0,Michael Chandler,0.0,23.0,69.0,24.0,73.0,2.0,4.0,0.0,65,0.0,16.0,54.0,6.0,12.0,1.0,3.0,21.0,66.0,2.0,2.0,0.0,1.0
UFC 281: Adesanya vs. Pereira,Dustin Poirier vs. Michael Chandler,2.0,Michael Chandler,0.0,18.0,25.0,39.0,56.0,1.0,1.0,0.0,274,0.0,16.0,22.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,16.0,21.0
UFC 281: Adesanya vs. Pereira,Dustin Poirier vs. Michael Chandler,3.0,Michael Chandler,0.0,2.0,6.0,2.0,6.0,0.0,2.0,0.0,0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Frankie Edgar vs. Chris Gutierrez,1.0,Frankie Edgar,0.0,2.0,12.0,2.0,12.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,1.0,2.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Frankie Edgar vs. Chris Gutierrez,1.0,Chris Gutierrez,1.0,10.0,20.0,10.0,20.0,0.0,0.0,0.0,1,0.0,6.0,14.0,0.0,1.0,4.0,5.0,10.0,20.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Dan Hooker vs. Claudio Puelles,1.0,Dan Hooker,0.0,10.0,27.0,16.0,35.0,0.0,0.0,0.0,71,0.0,2.0,13.0,2.0,3.0,6.0,11.0,10.0,27.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Dan Hooker vs. Claudio Puelles,2.0,Dan Hooker,1.0,19.0,36.0,21.0,38.0,0.0,0.0,1.0,57,0.0,6.0,21.0,11.0,13.0,2.0,2.0,14.0,31.0,0.0,0.0,5.0,5.0
UFC 281: Adesanya vs. Pereira,Dan Hooker vs. Claudio Puelles,1.0,Claudio Puelles,0.0,0.0,5.0,0.0,5.0,0.0,2.0,1.0,0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Dan Hooker vs. Claudio Puelles,2.0,Claudio Puelles,0.0,5.0,13.0,5.0,13.0,0.0,6.0,0.0,8,0.0,1.0,8.0,3.0,4.0,1.0,1.0,5.0,13.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Brad Riddell vs. Renato Moicano,1.0,Brad Riddell,0.0,14.0,25.0,14.0,25.0,0.0,1.0,0.0,14,0.0,6.0,16.0,6.0,7.0,2.0,2.0,14.0,25.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Brad Riddell vs. Renato Moicano,1.0,Renato Moicano,0.0,10.0,33.0,11.0,35.0,0.0,1.0,1.0,34,0.0,10.0,32.0,0.0,0.0,0.0,1.0,10.0,33.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Dominick Reyes vs. Ryan Spann,1.0,Dominick Reyes,0.0,5.0,12.0,5.0,12.0,0.0,0.0,0.0,0,0.0,1.0,8.0,4.0,4.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Dominick Reyes vs. Ryan Spann,1.0,Ryan Spann,1.0,8.0,17.0,8.0,17.0,0.0,1.0,0.0,3,0.0,7.0,16.0,1.0,1.0,0.0,0.0,7.0,16.0,0.0,0.0,1.0,1.0
UFC 281: Adesanya vs. Pereira,Erin Blanchfield vs. Molly McCann,1.0,Erin Blanchfield,0.0,25.0,38.0,93.0,115.0,1.0,1.0,2.0,168,0.0,22.0,34.0,1.0,2.0,2.0,2.0,7.0,19.0,0.0,0.0,18.0,19.0
UFC 281: Adesanya vs. Pereira,Erin Blanchfield vs. Molly McCann,1.0,Molly McCann,0.0,7.0,13.0,7.0,13.0,0.0,0.0,0.0,0,0.0,2.0,7.0,3.0,3.0,2.0,3.0,7.0,13.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Andre Petroski vs. Wellington Turman,1.0,Andre Petroski,0.0,25.0,63.0,26.0,64.0,2.0,4.0,0.0,64,0.0,17.0,53.0,7.0,8.0,1.0,2.0,24.0,62.0,1.0,1.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Andre Petroski vs. Wellington Turman,2.0,Andre Petroski,0.0,12.0,22.0,16.0,29.0,2.0,3.0,1.0,143,0.0,10.0,19.0,2.0,3.0,0.0,0.0,8.0,15.0,2.0,2.0,2.0,5.0
UFC 281: Adesanya vs. Pereira,Andre Petroski vs. Wellington Turman,3.0,Andre Petroski,0.0,5.0,11.0,16.0,26.0,4.0,4.0,1.0,272,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0
UFC 281: Adesanya vs. Pereira,Andre Petroski vs. Wellington Turman,1.0,Wellington Turman,0.0,33.0,67.0,36.0,70.0,0.0,0.0,0.0,1,0.0,20.0,45.0,7.0,16.0,6.0,6.0,30.0,63.0,0.0,1.0,3.0,3.0
UFC 281: Adesanya vs. Pereira,Andre Petroski vs. Wellington Turman,2.0,Wellington Turman,0.0,7.0,15.0,24.0,33.0,1.0,3.0,1.0,92,0.0,1.0,8.0,5.0,6.0,1.0,1.0,7.0,15.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Andre Petroski vs. Wellington Turman,3.0,Wellington Turman,0.0,1.0,4.0,11.0,15.0,0.0,0.0,0.0,7,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Matt Frevola vs. Ottman Azaitar,1.0,Matt Frevola,1.0,11.0,27.0,12.0,28.0,0.0,0.0,0.0,2,0.0,10.0,24.0,1.0,2.0,0.0,1.0,7.0,22.0,2.0,3.0,2.0,2.0
UFC 281: Adesanya vs. Pereira,Matt Frevola vs. Ottman Azaitar,1.0,Ottman Azaitar,0.0,10.0,22.0,11.0,23.0,0.0,0.0,0.0,0,0.0,6.0,17.0,4.0,5.0,0.0,0.0,10.0,21.0,0.0,1.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz vs. Silvana Gomez Juarez,1.0,Karolina Kowalkiewicz,0.0,5.0,15.0,20.0,41.0,2.0,2.0,0.0,225,0.0,4.0,12.0,1.0,3.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz vs. Silvana Gomez Juarez,2.0,Karolina Kowalkiewicz,0.0,31.0,86.0,31.0,86.0,0.0,0.0,0.0,3,0.0,21.0,71.0,8.0,13.0,2.0,2.0,30.0,85.0,1.0,1.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz vs. Silvana Gomez Juarez,3.0,Karolina Kowalkiewicz,0.0,38.0,101.0,39.0,103.0,0.0,0.0,0.0,15,0.0,30.0,87.0,4.0,9.0,4.0,5.0,36.0,98.0,2.0,3.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz vs. Silvana Gomez Juarez,1.0,Silvana Gomez Juarez,0.0,6.0,31.0,7.0,32.0,0.0,0.0,0.0,0,0.0,3.0,27.0,2.0,2.0,1.0,2.0,6.0,31.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz vs. Silvana Gomez Juarez,2.0,Silvana Gomez Juarez,0.0,27.0,105.0,27.0,105.0,0.0,0.0,0.0,0,0.0,18.0,95.0,7.0,8.0,2.0,2.0,27.0,105.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz vs. Silvana Gomez Juarez,3.0,Silvana Gomez Juarez,0.0,44.0,127.0,45.0,130.0,0.0,0.0,0.0,10,0.0,25.0,102.0,15.0,20.0,4.0,5.0,42.0,123.0,2.0,4.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Michael Trizano vs. SeungWoo Choi,1.0,Michael Trizano,2.0,32.0,53.0,34.0,55.0,0.0,0.0,0.0,14,0.0,28.0,49.0,2.0,2.0,2.0,2.0,21.0,40.0,1.0,1.0,10.0,12.0
UFC 281: Adesanya vs. Pereira,Michael Trizano vs. SeungWoo Choi,1.0,SeungWoo Choi,1.0,26.0,73.0,26.0,74.0,0.0,1.0,0.0,12,0.0,19.0,61.0,3.0,7.0,4.0,5.0,25.0,70.0,1.0,3.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Julio Arce vs. Montel Jackson,1.0,Julio Arce,0.0,4.0,22.0,9.0,27.0,1.0,2.0,0.0,6,0.0,2.0,16.0,1.0,3.0,1.0,3.0,4.0,22.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Julio Arce vs. Montel Jackson,2.0,Julio Arce,0.0,15.0,58.0,25.0,72.0,0.0,0.0,0.0,0,0.0,7.0,47.0,5.0,8.0,3.0,3.0,15.0,58.0,0.0,0.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Julio Arce vs. Montel Jackson,3.0,Julio Arce,0.0,7.0,46.0,10.0,57.0,0.0,0.0,0.0,0,0.0,4.0,39.0,2.0,6.0,1.0,1.0,6.0,44.0,1.0,2.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Julio Arce vs. Montel Jackson,1.0,Montel Jackson,0.0,5.0,17.0,15.0,29.0,0.0,1.0,0.0,129,0.0,3.0,15.0,1.0,1.0,1.0,1.0,4.0,16.0,1.0,1.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Julio Arce vs. Montel Jackson,2.0,Montel Jackson,0.0,19.0,46.0,24.0,54.0,0.0,2.0,0.0,72,0.0,13.0,39.0,3.0,4.0,3.0,3.0,18.0,44.0,1.0,2.0,0.0,0.0
UFC 281: Adesanya vs. Pereira,Julio Arce vs. Montel Jackson,3.0,Montel Jackson,1.0,24.0,43.0,25.0,44.0,0.0,0.0,0.0,154,0.0,23.0,41.0,1.0,2.0,0.0,0.0,11.0,22.0,2.0,2.0,11.0,19.0
UFC 281: Adesanya vs. Pereira,Carlos Ulberg vs. Nicolae Negumereanu,1.0,Carlos Ulberg,1.0,14.0,23.0,14.0,23.0,0.0,0.0,0.0,5,0.0,8.0,15.0,2.0,2.0,4.0,6.0,12.0,20.0,0.0,0.0,2.0,3.0
UFC 281: Adesanya vs. Pereira,Carlos Ulberg vs. Nicolae Negumereanu,1.0,Nicolae Negumereanu,0.0,2.0,14.0,2.0,14.0,0.0,0.0,0.0,0,0.0,0.0,7.0,1.0,4.0,1.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Marina Rodriguez vs. Amanda Lemos,1.0,Marina Rodriguez,0.0,9.0,29.0,12.0,33.0,0.0,0.0,0.0,15,0.0,1.0,9.0,1.0,5.0,7.0,15.0,8.0,28.0,0.0,0.0,1.0,1.0
UFC Fight Night: Rodriguez vs. Lemos,Marina Rodriguez vs. Amanda Lemos,2.0,Marina Rodriguez,0.0,4.0,15.0,26.0,37.0,0.0,0.0,0.0,0,0.0,1.0,11.0,1.0,2.0,2.0,2.0,4.0,15.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Marina Rodriguez vs. Amanda Lemos,3.0,Marina Rodriguez,0.0,6.0,8.0,6.0,8.0,0.0,0.0,0.0,0,0.0,4.0,6.0,1.0,1.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Marina Rodriguez vs. Amanda Lemos,1.0,Amanda Lemos,0.0,11.0,18.0,11.0,18.0,0.0,1.0,0.0,0,0.0,4.0,9.0,4.0,6.0,3.0,3.0,10.0,17.0,1.0,1.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Marina Rodriguez vs. Amanda Lemos,2.0,Amanda Lemos,0.0,8.0,16.0,22.0,30.0,1.0,1.0,1.0,186,0.0,4.0,10.0,4.0,5.0,0.0,1.0,5.0,12.0,2.0,3.0,1.0,1.0
UFC Fight Night: Rodriguez vs. Lemos,Marina Rodriguez vs. Amanda Lemos,3.0,Amanda Lemos,0.0,10.0,19.0,10.0,19.0,0.0,0.0,0.0,0,0.0,8.0,17.0,2.0,2.0,0.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny vs. Daniel Rodriguez,1.0,Neil Magny,0.0,22.0,39.0,38.0,59.0,2.0,3.0,0.0,97,0.0,14.0,29.0,6.0,8.0,2.0,2.0,16.0,31.0,5.0,7.0,1.0,1.0
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny vs. Daniel Rodriguez,2.0,Neil Magny,0.0,27.0,52.0,33.0,59.0,0.0,0.0,0.0,27,0.0,18.0,41.0,8.0,10.0,1.0,1.0,22.0,45.0,5.0,7.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny vs. Daniel Rodriguez,3.0,Neil Magny,0.0,8.0,18.0,35.0,51.0,3.0,4.0,1.0,124,0.0,6.0,15.0,2.0,3.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny vs. Daniel Rodriguez,1.0,Daniel Rodriguez,0.0,20.0,36.0,21.0,37.0,0.0,1.0,0.0,15,0.0,5.0,19.0,6.0,8.0,9.0,9.0,20.0,36.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny vs. Daniel Rodriguez,2.0,Daniel Rodriguez,0.0,35.0,53.0,37.0,55.0,0.0,0.0,0.0,22,0.0,25.0,43.0,6.0,6.0,4.0,4.0,32.0,50.0,3.0,3.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny vs. Daniel Rodriguez,3.0,Daniel Rodriguez,0.0,11.0,19.0,13.0,21.0,0.0,0.0,0.0,39,0.0,6.0,14.0,3.0,3.0,2.0,2.0,11.0,17.0,0.0,0.0,0.0,2.0
UFC Fight Night: Rodriguez vs. Lemos,Darrick Minner vs. Shayilan Nuerdanbieke,1.0,Darrick Minner,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Darrick Minner vs. Shayilan Nuerdanbieke,1.0,Shayilan Nuerdanbieke,1.0,19.0,36.0,32.0,50.0,0.0,0.0,0.0,33,0.0,19.0,36.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,15.0,26.0
UFC Fight Night: Rodriguez vs. Lemos,Tagir Ulanbekov vs. Nate Maness,1.0,Tagir Ulanbekov,0.0,4.0,9.0,9.0,14.0,1.0,2.0,1.0,94,0.0,4.0,8.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,2.0,2.0
UFC Fight Night: Rodriguez vs. Lemos,Tagir Ulanbekov vs. Nate Maness,1.0,Nate Maness,0.0,4.0,10.0,23.0,30.0,0.0,0.0,0.0,0,0.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,9.0,0.0,0.0,1.0,1.0
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson vs. Mark Madsen,1.0,Grant Dawson,0.0,1.0,1.0,27.0,31.0,1.0,2.0,0.0,262,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson vs. Mark Madsen,2.0,Grant Dawson,0.0,6.0,12.0,13.0,21.0,1.0,4.0,0.0,262,0.0,4.0,10.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,4.0,7.0
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson vs. Mark Madsen,3.0,Grant Dawson,1.0,26.0,36.0,33.0,44.0,0.0,0.0,2.0,47,0.0,13.0,21.0,4.0,6.0,9.0,9.0,22.0,31.0,1.0,1.0,3.0,4.0
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson vs. Mark Madsen,1.0,Mark Madsen,0.0,5.0,10.0,18.0,28.0,0.0,0.0,0.0,24,0.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,6.0
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson vs. Mark Madsen,2.0,Mark Madsen,0.0,4.0,7.0,26.0,29.0,0.0,0.0,0.0,0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson vs. Mark Madsen,3.0,Mark Madsen,0.0,6.0,13.0,6.0,13.0,0.0,0.0,0.0,0,0.0,4.0,11.0,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick vs. Shanna Young,1.0,Miranda Maverick,0.0,22.0,52.0,41.0,74.0,1.0,1.0,0.0,87,0.0,13.0,40.0,3.0,5.0,6.0,7.0,20.0,50.0,0.0,0.0,2.0,2.0
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick vs. Shanna Young,2.0,Miranda Maverick,0.0,22.0,30.0,52.0,67.0,2.0,4.0,0.0,219,0.0,13.0,21.0,9.0,9.0,0.0,0.0,8.0,15.0,3.0,3.0,11.0,12.0
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick vs. Shanna Young,3.0,Miranda Maverick,0.0,19.0,26.0,79.0,99.0,2.0,3.0,1.0,248,0.0,17.0,24.0,2.0,2.0,0.0,0.0,10.0,15.0,0.0,0.0,9.0,11.0
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick vs. Shanna Young,1.0,Shanna Young,0.0,18.0,48.0,18.0,48.0,0.0,0.0,0.0,0,0.0,13.0,43.0,2.0,2.0,3.0,3.0,18.0,48.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick vs. Shanna Young,2.0,Shanna Young,0.0,6.0,19.0,6.0,19.0,0.0,0.0,0.0,0,0.0,4.0,17.0,1.0,1.0,1.0,1.0,6.0,19.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick vs. Shanna Young,3.0,Shanna Young,0.0,5.0,15.0,5.0,15.0,0.0,0.0,0.0,0,0.0,3.0,13.0,2.0,2.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Mario Bautista vs. Benito Lopez,1.0,Mario Bautista,0.0,44.0,67.0,49.0,72.0,1.0,1.0,3.0,156,0.0,20.0,41.0,12.0,13.0,12.0,13.0,32.0,52.0,0.0,0.0,12.0,15.0
UFC Fight Night: Rodriguez vs. Lemos,Mario Bautista vs. Benito Lopez,1.0,Benito Lopez,0.0,17.0,25.0,17.0,25.0,0.0,0.0,0.0,0,0.0,6.0,14.0,2.0,2.0,9.0,9.0,13.0,21.0,0.0,0.0,4.0,4.0
UFC Fight Night: Rodriguez vs. Lemos,Polyana Viana vs. Jinh Yu Frey,1.0,Polyana Viana,1.0,11.0,18.0,11.0,18.0,0.0,0.0,0.0,3,0.0,10.0,17.0,1.0,1.0,0.0,0.0,9.0,16.0,0.0,0.0,2.0,2.0
UFC Fight Night: Rodriguez vs. Lemos,Polyana Viana vs. Jinh Yu Frey,1.0,Jinh Yu Frey,0.0,6.0,14.0,6.0,14.0,0.0,0.0,0.0,0,0.0,0.0,5.0,3.0,6.0,3.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Liudvik Sholinian vs. Johnny Munoz,1.0,Liudvik Sholinian,0.0,21.0,54.0,21.0,54.0,0.0,1.0,0.0,0,0.0,14.0,47.0,5.0,5.0,2.0,2.0,21.0,54.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Liudvik Sholinian vs. Johnny Munoz,2.0,Liudvik Sholinian,0.0,9.0,29.0,15.0,35.0,0.0,1.0,0.0,90,0.0,7.0,27.0,2.0,2.0,0.0,0.0,8.0,28.0,1.0,1.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Liudvik Sholinian vs. Johnny Munoz,3.0,Liudvik Sholinian,0.0,26.0,69.0,34.0,77.0,0.0,0.0,0.0,0,0.0,21.0,63.0,5.0,6.0,0.0,0.0,17.0,60.0,6.0,6.0,3.0,3.0
UFC Fight Night: Rodriguez vs. Lemos,Liudvik Sholinian vs. Johnny Munoz,1.0,Johnny Munoz,0.0,38.0,94.0,38.0,94.0,0.0,0.0,0.0,0,0.0,23.0,76.0,11.0,12.0,4.0,6.0,38.0,94.0,0.0,0.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Liudvik Sholinian vs. Johnny Munoz,2.0,Johnny Munoz,0.0,19.0,51.0,39.0,74.0,0.0,1.0,0.0,79,0.0,14.0,42.0,5.0,7.0,0.0,2.0,15.0,47.0,3.0,3.0,1.0,1.0
UFC Fight Night: Rodriguez vs. Lemos,Liudvik Sholinian vs. Johnny Munoz,3.0,Johnny Munoz,0.0,21.0,82.0,37.0,102.0,2.0,3.0,0.0,80,0.0,18.0,78.0,0.0,1.0,3.0,3.0,19.0,80.0,0.0,0.0,2.0,2.0
UFC Fight Night: Rodriguez vs. Lemos,Carlos Candelario vs. Jake Hadley,1.0,Carlos Candelario,0.0,58.0,123.0,58.0,123.0,0.0,0.0,0.0,0,0.0,26.0,83.0,17.0,24.0,15.0,16.0,57.0,122.0,1.0,1.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Carlos Candelario vs. Jake Hadley,2.0,Carlos Candelario,0.0,11.0,25.0,11.0,25.0,1.0,1.0,0.0,99,0.0,5.0,17.0,5.0,7.0,1.0,1.0,10.0,24.0,1.0,1.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Carlos Candelario vs. Jake Hadley,1.0,Jake Hadley,0.0,50.0,116.0,50.0,116.0,0.0,0.0,0.0,0,0.0,15.0,76.0,19.0,24.0,16.0,16.0,50.0,115.0,0.0,1.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Carlos Candelario vs. Jake Hadley,2.0,Jake Hadley,0.0,40.0,53.0,57.0,72.0,0.0,0.0,1.0,0,0.0,30.0,42.0,5.0,6.0,5.0,5.0,15.0,27.0,2.0,2.0,23.0,24.0
UFC Fight Night: Rodriguez vs. Lemos,Tamires Vidal vs. Ramona Pascual,1.0,Tamires Vidal,1.0,17.0,29.0,22.0,34.0,0.0,1.0,0.0,56,0.0,6.0,17.0,7.0,8.0,4.0,4.0,13.0,25.0,4.0,4.0,0.0,0.0
UFC Fight Night: Rodriguez vs. Lemos,Tamires Vidal vs. Ramona Pascual,1.0,Ramona Pascual,0.0,13.0,14.0,17.0,18.0,0.0,0.0,0.0,23,0.0,3.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,3.0,4.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Calvin Kattar vs. Arnold Allen,1.0,Calvin Kattar,0.0,14.0,57.0,14.0,57.0,0.0,0.0,0.0,0,0.0,5.0,46.0,6.0,8.0,3.0,3.0,14.0,57.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Calvin Kattar vs. Arnold Allen,2.0,Calvin Kattar,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Calvin Kattar vs. Arnold Allen,1.0,Arnold Allen,0.0,27.0,65.0,27.0,65.0,0.0,0.0,0.0,23,0.0,21.0,54.0,2.0,5.0,4.0,6.0,26.0,60.0,0.0,0.0,1.0,5.0
UFC Fight Night: Kattar vs. Allen,Calvin Kattar vs. Arnold Allen,2.0,Arnold Allen,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Tim Means vs. Max Griffin,1.0,Tim Means,0.0,17.0,49.0,21.0,53.0,0.0,0.0,0.0,26,0.0,8.0,27.0,3.0,14.0,6.0,8.0,13.0,43.0,4.0,6.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Tim Means vs. Max Griffin,2.0,Tim Means,0.0,20.0,53.0,48.0,83.0,0.0,0.0,0.0,0,0.0,7.0,32.0,8.0,15.0,5.0,6.0,20.0,53.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Tim Means vs. Max Griffin,3.0,Tim Means,0.0,10.0,13.0,74.0,79.0,3.0,5.0,0.0,61,0.0,3.0,5.0,7.0,7.0,0.0,1.0,4.0,7.0,3.0,3.0,3.0,3.0
UFC Fight Night: Kattar vs. Allen,Tim Means vs. Max Griffin,1.0,Max Griffin,1.0,25.0,42.0,26.0,43.0,0.0,2.0,0.0,54,0.0,16.0,29.0,7.0,9.0,2.0,4.0,20.0,34.0,1.0,1.0,4.0,7.0
UFC Fight Night: Kattar vs. Allen,Tim Means vs. Max Griffin,2.0,Max Griffin,0.0,13.0,29.0,14.0,31.0,1.0,2.0,0.0,35,0.0,5.0,16.0,2.0,6.0,6.0,7.0,13.0,29.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Tim Means vs. Max Griffin,3.0,Max Griffin,0.0,4.0,7.0,16.0,22.0,2.0,2.0,0.0,224,0.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0
UFC Fight Night: Kattar vs. Allen,Waldo Cortes-Acosta vs. Jared Vanderaa,1.0,Waldo Cortes-Acosta,0.0,22.0,39.0,22.0,39.0,0.0,0.0,0.0,0,0.0,12.0,26.0,9.0,12.0,1.0,1.0,22.0,39.0,0.0,0.0,0.0,0.0
UFC Fight Night: Kattar vs. Allen,Waldo Cortes-Acosta vs. Jared Vanderaa,2.0,Waldo Cortes-Acosta,0.0,25.0,53.0,25.0,53.0,0.0,0.0,0.0,3,0.0,9.0,33.0,12.0,15.0,4.0,5.0,25.0,52.0,0.0,1.0,0.0,0.0
